,Geohash,Latitude,Longitude
0,qr6696tdhe,-3.7652018666267395,104.47674572467804
1,qr6696tdhe,-3.7652018666267395,104.47674572467804
2,w217su144u,0.6375744938850403,103.21804940700531
3,qr6696tdhe,-3.7652018666267395,104.47674572467804
4,w217su144u,0.6375744938850403,103.21804940700531
5,w217su144u,0.6375744938850403,103.21804940700531
6,qr6su5rs8v,-3.365134298801422,104.9517434835434
7,qr6696tdhe,-3.7652018666267395,104.47674572467804
8,qr6696tdhe,-3.7652018666267395,104.47674572467804
9,w217su144u,0.6375744938850403,103.21804940700531
10,w217su144u,0.6375744938850403,103.21804940700531
11,qr6696tdhe,-3.7652018666267395,104.47674572467804
12,qr6696tdhe,-3.7652018666267395,104.47674572467804
13,w217su144u,0.6375744938850403,103.21804940700531
14,qr6696tdhe,-3.7652018666267395,104.47674572467804
15,w217su144u,0.6375744938850403,103.21804940700531
16,qr6696tdhe,-3.7652018666267395,104.47674572467804
17,qr6696tdhe,-3.7652018666267395,104.47674572467804
18,qr6696tdhe,-3.7652018666267395,104.47674572467804
19,qr6696tdhe,-3.7652018666267395,104.47674572467804
20,w217su144u,0.6375744938850403,103.21804940700531
21,qr6su5rs8v,-3.365134298801422,104.9517434835434
22,qr6696tdhe,-3.7652018666267395,104.47674572467804
23,qr6696tdhe,-3.7652018666267395,104.47674572467804
24,qr6su5rs8v,-3.365134298801422,104.9517434835434
25,w217su144u,0.6375744938850403,103.21804940700531
26,qr6696tdhe,-3.7652018666267395,104.47674572467804
27,qr6su5rs8v,-3.365134298801422,104.9517434835434
28,qr6su5rs8v,-3.365134298801422,104.9517434835434
29,qr6su5rs8v,-3.365134298801422,104.9517434835434
30,qr6su5rs8v,-3.365134298801422,104.9517434835434
31,qr6su5rs8v,-3.365134298801422,104.9517434835434
32,w217su144u,0.6375744938850403,103.21804940700531
33,w217su144u,0.6375744938850403,103.21804940700531
34,w217su144u,0.6375744938850403,103.21804940700531
35,w217su144u,0.6375744938850403,103.21804940700531
36,qr6696tdhe,-3.7652018666267395,104.47674572467804
37,w217su144u,0.6375744938850403,103.21804940700531
38,w217su144u,0.6375744938850403,103.21804940700531
39,w217su144u,0.6375744938850403,103.21804940700531
40,qr6su5rs8v,-3.365134298801422,104.9517434835434
41,w217su144u,0.6375744938850403,103.21804940700531
42,qr6696tdhe,-3.7652018666267395,104.47674572467804
43,qr6696tdhe,-3.7652018666267395,104.47674572467804
44,qr6su5rs8v,-3.365134298801422,104.9517434835434
45,qr6su5rs8v,-3.365134298801422,104.9517434835434
46,qr6696tdhe,-3.7652018666267395,104.47674572467804
47,qr6su5rs8v,-3.365134298801422,104.9517434835434
48,qr6su5rs8v,-3.365134298801422,104.9517434835434
49,qr6su5rs8v,-3.365134298801422,104.9517434835434
50,qr6su5rs8v,-3.365134298801422,104.9517434835434
51,qr6696tdhe,-3.7652018666267395,104.47674572467804
52,qr6su5rs8v,-3.365134298801422,104.9517434835434
53,qr6696tdhe,-3.7652018666267395,104.47674572467804
54,qr6su5rs8v,-3.365134298801422,104.9517434835434
55,qr6su5rs8v,-3.365134298801422,104.9517434835434
56,w217su144u,0.6375744938850403,103.21804940700531
57,qr6696tdhe,-3.7652018666267395,104.47674572467804
58,w217su144u,0.6375744938850403,103.21804940700531
59,qr6696tdhe,-3.7652018666267395,104.47674572467804
60,qr6696tdhe,-3.7652018666267395,104.47674572467804
61,w217su144u,0.6375744938850403,103.21804940700531
62,qr6696tdhe,-3.7652018666267395,104.47674572467804
63,w217su144u,0.6375744938850403,103.21804940700531
64,qr6696tdhe,-3.7652018666267395,104.47674572467804
65,qr6su5rs8v,-3.365134298801422,104.9517434835434
66,qr6su5rs8v,-3.365134298801422,104.9517434835434
67,qr6su5rs8v,-3.365134298801422,104.9517434835434
68,qr6su5rs8v,-3.365134298801422,104.9517434835434
69,qr6su5rs8v,-3.365134298801422,104.9517434835434
70,qr6su5rs8v,-3.365134298801422,104.9517434835434
71,qr6su5rs8v,-3.365134298801422,104.9517434835434
72,qr6su5rs8v,-3.365134298801422,104.9517434835434
73,qr6su5rs8v,-3.365134298801422,104.9517434835434
74,qr6su5rs8v,-3.365134298801422,104.9517434835434
75,qr6su5rs8v,-3.365134298801422,104.9517434835434
76,qr6su5rs8v,-3.365134298801422,104.9517434835434
77,qr6su5rs8v,-3.365134298801422,104.9517434835434
78,qr6696tdhe,-3.7652018666267395,104.47674572467804
79,qr6su5rs8v,-3.365134298801422,104.9517434835434
80,qr6su5rs8v,-3.365134298801422,104.9517434835434
81,qr6696tdhe,-3.7652018666267395,104.47674572467804
82,qr6696tdhe,-3.7652018666267395,104.47674572467804
83,qr6696tdhe,-3.7652018666267395,104.47674572467804
84,qr6696tdhe,-3.7652018666267395,104.47674572467804
85,w217su144u,0.6375744938850403,103.21804940700531
86,w217su144u,0.6375744938850403,103.21804940700531
87,qr6696tdhe,-3.7652018666267395,104.47674572467804
88,qr6696tdhe,-3.7652018666267395,104.47674572467804
89,w217su144u,0.6375744938850403,103.21804940700531
90,w217su144u,0.6375744938850403,103.21804940700531
91,w217su144u,0.6375744938850403,103.21804940700531
92,w217su144u,0.6375744938850403,103.21804940700531
93,w217su144u,0.6375744938850403,103.21804940700531
94,qr6696tdhe,-3.7652018666267395,104.47674572467804
95,w217su144u,0.6375744938850403,103.21804940700531
96,w217su144u,0.6375744938850403,103.21804940700531
97,qr6696tdhe,-3.7652018666267395,104.47674572467804
98,qr6696tdhe,-3.7652018666267395,104.47674572467804
99,qr6696tdhe,-3.7652018666267395,104.47674572467804
100,w217su144u,0.6375744938850403,103.21804940700531
101,qr6696tdhe,-3.7652018666267395,104.47674572467804
102,qr6su5rs8v,-3.365134298801422,104.9517434835434
103,qr6696tdhe,-3.7652018666267395,104.47674572467804
104,qr6696tdhe,-3.7652018666267395,104.47674572467804
105,qr6696tdhe,-3.7652018666267395,104.47674572467804
106,qr6696tdhe,-3.7652018666267395,104.47674572467804
107,qr6696tdhe,-3.7652018666267395,104.47674572467804
108,qr6696tdhe,-3.7652018666267395,104.47674572467804
109,qr6696tdhe,-3.7652018666267395,104.47674572467804
110,qr6696tdhe,-3.7652018666267395,104.47674572467804
111,qr6su5rs8v,-3.365134298801422,104.9517434835434
112,qr6696tdhe,-3.7652018666267395,104.47674572467804
