,Tanggal,Latitude,Longitude,WD10M,WD2M,T2M
0,2020-08-24,-3.90926075,104.1081772,113.25,113.31,26.03
1,2020-08-23,-3.355190754,103.3108368,122.75,127.44,24.42
2,2020-08-24,-2.813246012,104.6307755,116.06,116.19,26.34
3,2020-11-09,-2.811147928,103.0570984,126.88,126.25,26.9
4,2020-08-24,-2.810911894,104.6470718,116.06,116.19,26.34
5,2020-08-28,-3.140979052,102.7457733,120.0,126.69,23.06
6,2020-10-17,-2.726705074,102.249115,218.94,216.69,25.76
7,2020-08-23,-3.374559641,103.046608,122.75,127.44,24.42
8,2020-08-23,-3.149552107,103.0759811,137.12,137.0,25.58
9,2020-08-24,-2.80726099,104.6354828,116.06,116.19,26.34
10,2020-08-27,-3.107839823,104.7190781,121.31,121.31,25.98
11,2020-10-17,-2.94929266,102.8103714,226.81,220.56,23.19
12,2020-08-23,-3.356475115,103.301857,122.75,127.44,24.42
13,2020-10-28,-3.769019842,103.0581207,223.31,227.44,23.13
14,2020-11-13,-4.083502293,103.7019272,81.69,85.75,25.24
15,2020-10-05,-3.223284245,103.4375916,98.62,98.75,27.01
16,2020-08-23,-3.486585855,103.0314484,122.75,127.44,24.42
17,2020-11-09,-4.104023457,103.7883377,113.38,114.25,24.64
18,2020-09-12,-2.416396856,105.0998306,123.81,123.06,27.02
19,2020-09-06,-3.14439106,103.2663879,136.88,137.31,26.57
20,2020-09-24,-4.198465347,103.9299774,126.81,125.12,25.43
21,2020-08-30,-3.464159727,103.2490997,114.88,118.81,24.88
22,2020-11-13,-3.060562134,105.3331451,46.88,45.19,27.73
23,2020-10-28,-3.34492588,104.9376526,158.06,158.25,26.79
24,2020-10-28,-2.027957678,104.6832733,182.56,182.19,26.73
25,2020-08-28,-3.139145136,102.7581406,120.0,126.69,23.06
26,2020-11-18,-2.659818649,105.396759,132.81,132.56,28.32
27,2020-11-22,-3.785390615,103.6858673,303.5,302.12,24.19
28,2020-10-10,-3.790473938,103.5336151,99.38,96.81,24.63
29,2020-11-18,-3.08880496,105.2722855,171.62,172.0,27.53
30,2020-11-13,-3.086666584,105.4554749,46.88,45.19,27.73
31,2020-09-15,-1.8899616,104.2078705,154.44,154.5,26.84
32,2020-08-23,-3.14970994,104.7488861,127.12,127.12,26.05
33,2020-08-16,-3.663359404,103.7773895,132.06,132.0,25.31
34,2020-10-20,-2.652290583,105.3634491,156.25,156.38,27.68
35,2020-10-05,-2.734473705,102.3722305,146.12,148.19,25.91
36,2020-09-01,-3.10153532,103.8209381,123.25,123.31,26.51
37,2020-10-07,-2.675810814,105.3982544,163.81,163.38,27.51
38,2020-10-07,-2.444907427,105.0944366,187.75,185.0,27.26
39,2020-09-01,-3.075269699,103.288475,119.81,119.69,26.31
40,2020-08-23,-2.842766762,102.8410034,137.12,137.0,25.58
41,2020-08-23,-2.671154976,104.1064148,128.38,128.75,26.07
42,2020-08-30,-2.665257215,103.0503235,128.25,128.38,26.25
43,2020-11-11,-3.383941412,103.3356934,123.81,124.44,25.78
44,2020-10-19,-3.355463266,105.3940506,143.69,139.81,26.65
45,2020-10-05,-1.953973889,104.0079498,135.56,138.06,27.05
46,2020-11-04,-3.343777657,105.7857742,173.75,175.88,25.8
47,2020-08-25,-2.812515259,104.6513977,123.19,123.19,25.99
48,2020-11-09,-2.809634686,103.0675812,126.88,126.25,26.9
49,2020-10-20,-2.658695221,105.4040604,156.25,156.38,27.68
50,2020-10-05,-3.822624445,103.8140106,117.81,114.38,24.7
51,2020-10-17,-2.950582981,102.8013611,226.81,220.56,23.19
52,2020-10-17,-2.7216537,102.4121246,218.94,216.69,25.76
53,2020-08-16,-3.745543242,103.8419037,132.06,132.0,25.31
54,2020-08-30,-3.884927511,102.8162155,102.12,117.38,23.83
55,2020-10-05,-4.123818874,104.2540894,135.12,135.25,26.8
56,2020-10-05,-4.201130867,104.0225449,117.81,114.38,24.7
57,2020-11-18,-2.668388844,105.4590607,132.81,132.56,28.32
58,2020-09-16,-4.72645998,104.22686,170.12,162.94,25.04
59,2020-08-21,-3.137745619,103.3177643,114.19,114.19,26.13
60,2020-11-11,-4.144570351,103.8112411,130.19,130.69,25.3
61,2020-08-21,-3.236635447,102.7718887,97.25,108.62,23.73
62,2020-11-13,-4.616566181,104.1898804,77.62,83.31,25.94
63,2020-08-21,-3.846635818,102.8012695,106.19,108.81,26.94
64,2020-09-17,-3.720182419,105.1402817,144.38,144.69,26.26
65,2020-09-13,-2.37955308,105.1691437,119.12,119.0,26.6
66,2020-11-13,-3.035093069,105.2998657,50.94,51.0,27.29
67,2020-11-18,-2.996935368,105.6566315,113.31,101.19,27.93
68,2020-11-18,-2.955305338,105.7139664,113.31,101.19,27.93
69,2020-11-13,-3.077872276,105.3953094,46.88,45.19,27.73
70,2020-08-30,-4.025771141,103.2517166,102.12,117.38,23.83
71,2020-08-30,-3.911032438,102.9225388,102.12,117.38,23.83
72,2020-08-30,-2.628849268,103.1104813,128.25,128.38,26.25
73,2020-08-30,-2.399534464,105.1176147,131.62,131.5,27.08
74,2020-11-13,-1.927672029,104.209137,43.44,43.12,27.62
75,2020-08-30,-2.674313784,103.2356567,128.25,128.38,26.25
76,2020-09-17,-3.913873434,104.7029953,142.88,142.81,25.72
77,2020-08-23,-2.728595495,102.2855148,144.38,144.31,24.59
78,2020-08-30,-2.655137062,102.8630676,128.25,128.38,26.25
79,2020-08-22,-3.994502783,103.8563919,123.81,126.62,24.03
80,2020-08-23,-3.789464712,103.1643219,93.06,104.19,23.62
81,2020-11-18,-3.35231328,104.935257,119.25,118.25,27.35
82,2020-08-23,-3.745669365,103.6795731,128.5,128.5,25.53
83,2020-10-05,-2.684060574,102.8234406,121.88,122.19,27.13
84,2020-10-05,-2.73698616,102.3541031,146.12,148.19,25.91
85,2020-09-19,-2.702638388,102.2877197,131.31,132.31,25.2
86,2020-09-19,-4.055550098,103.9682693,124.62,127.94,24.19
87,2020-09-24,-4.197197914,103.9388885,126.81,125.12,25.43
88,2020-09-29,-3.322853565,105.2290573,122.0,122.12,26.57
89,2020-09-01,-2.906405687,102.6418152,109.75,116.62,23.79
90,2020-10-07,-2.446544647,105.1055984,187.75,185.0,27.26
91,2020-08-24,-2.819133043,104.6371536,116.06,116.19,26.34
92,2020-08-27,-3.91415143,102.8195572,95.12,111.5,23.05
93,2020-08-27,-3.916031361,102.8320694,95.12,111.5,23.05
94,2020-10-07,-2.445925474,105.0990067,187.75,185.0,27.26
95,2020-10-05,-2.628473759,104.9582291,141.44,140.75,27.57
96,2020-08-25,-3.615472078,105.522438,118.75,118.0,26.78
97,2020-08-25,-3.614136457,105.5318756,118.75,118.0,26.78
98,2020-11-13,-4.174106598,103.7800369,81.69,85.75,25.24
99,2020-11-18,-3.134322405,105.4281082,113.31,101.19,27.93
100,2020-12-08,-1.928603768,104.2110748,314.75,314.75,26.65
101,2020-08-28,-3.742901802,103.7149887,130.75,130.75,25.4
102,2020-08-23,-3.485287428,103.0405273,122.75,127.44,24.42
103,2020-12-08,-2.162253618,104.3412476,314.75,314.75,26.65
104,2020-10-02,-3.826567888,103.8109207,136.62,136.94,24.67
105,2020-11-13,-3.992405891,103.3143463,65.25,79.38,24.47
106,2020-10-05,-3.107448816,104.5419998,128.75,128.75,27.05
107,2020-10-06,-3.354207754,104.935051,184.56,184.94,27.3
108,2020-09-19,-2.70448041,102.294632,131.31,132.31,25.2
109,2020-08-18,-2.9374156,104.0637817,125.44,125.31,25.85
110,2020-09-24,-3.90563798,103.915184,126.81,125.12,25.43
111,2020-09-17,-3.939255476,104.739212,142.88,142.81,25.72
112,2020-11-11,-4.102287769,103.723114,130.19,130.69,25.3
113,2020-08-30,-3.053353786,104.2096786,130.25,130.38,26.59
114,2020-09-01,-3.785797596,103.6930542,127.19,128.69,24.55
115,2020-10-10,-3.602315187,103.103096,281.56,276.75,24.37
116,2020-09-01,-2.907735109,102.6508942,109.75,116.62,23.79
117,2020-09-19,-2.706956625,102.2764816,131.31,132.31,25.2
118,2020-10-17,-3.728249311,102.9047165,222.44,221.62,24.83
119,2020-11-11,-2.889467001,102.738945,122.56,125.5,24.07
120,2020-08-21,-3.789468765,103.6845551,105.62,108.44,24.21
121,2020-11-04,-3.706324577,102.8930511,236.69,196.31,25.49
122,2020-09-01,-4.602754116,104.3312149,135.94,137.0,24.95
123,2020-09-17,-3.696990967,102.8586273,156.44,148.62,25.18
124,2020-11-09,-4.087284565,103.6951904,113.38,114.25,24.64
125,2020-09-17,-3.924376011,104.7064514,142.88,142.81,25.72
126,2020-11-11,-3.385225058,103.3267136,123.81,124.44,25.78
127,2020-10-26,-4.610035419,103.9030914,245.75,262.25,23.15
128,2020-08-30,-1.937361121,104.1867905,134.81,134.81,26.5
129,2020-11-13,-4.175749779,103.7684402,81.69,85.75,25.24
130,2020-11-13,-2.920797348,105.6465454,46.88,45.19,27.73
131,2020-11-13,-3.77985549,103.3266602,65.25,79.38,24.47
132,2020-08-25,-2.811162472,104.6420975,123.19,123.19,25.99
133,2020-08-25,-3.694337368,103.005043,114.75,119.31,24.44
134,2020-11-18,-3.788056135,103.5379868,131.06,133.81,25.07
135,2020-11-18,-3.090432644,105.2609711,171.62,172.0,27.53
136,2020-10-26,-3.785024881,103.5317307,278.19,283.12,24.69
137,2020-08-22,-3.203747988,103.4556732,133.19,133.19,26.08
138,2020-08-23,-3.151019096,104.7397156,127.12,127.12,26.05
139,2020-08-23,-3.465605021,103.2471008,122.75,127.44,24.42
140,2020-08-23,-3.375854492,103.0375366,122.75,127.44,24.42
141,2020-12-08,-3.790334463,103.5363159,266.56,267.75,23.97
142,2020-08-23,-3.207565784,103.0566101,137.12,137.0,25.58
143,2020-08-23,-3.148267508,103.0850143,137.12,137.0,25.58
144,2020-09-17,-3.353896856,104.9353027,144.38,144.69,26.26
145,2020-08-23,-3.481432438,103.0029449,122.75,127.44,24.42
146,2020-08-23,-2.842799425,102.7759323,132.0,137.94,22.97
147,2020-09-18,-2.573809147,103.5467758,134.88,135.06,26.22
148,2020-10-17,-2.640898943,102.6561508,218.94,216.69,25.76
149,2020-08-30,-4.269342422,104.0486984,105.62,118.06,23.53
150,2020-08-30,-4.096512794,103.7106705,124.56,127.69,24.48
151,2020-10-19,-3.976979494,103.973793,168.5,172.88,24.44
152,2020-10-07,-2.855661154,104.7290268,188.31,188.56,26.08
153,2020-10-05,-2.425301313,103.2779999,121.88,122.19,27.13
154,2020-08-27,-3.103704214,104.7233658,121.31,121.31,25.98
155,2020-09-25,-3.546235085,103.4924774,134.75,134.81,26.33
156,2020-09-06,-2.631043911,102.7312546,146.19,147.5,25.4
157,2020-09-06,-2.629562616,102.7413864,146.19,147.5,25.4
158,2020-08-24,-2.805056095,104.6518097,116.06,116.19,26.34
159,2020-08-24,-3.908671618,104.1015854,113.25,113.31,26.03
160,2020-10-17,-3.729545116,102.8957138,222.44,221.62,24.83
161,2020-08-24,-2.55265522,105.4934311,120.0,119.75,27.05
162,2020-08-18,-2.939105749,104.0520706,137.88,138.12,25.77
163,2020-10-07,-3.042759657,103.6802216,149.38,149.75,26.69
164,2020-09-24,-4.733674526,104.3048096,134.94,130.31,25.94
165,2020-08-21,-2.678046227,102.373909,113.12,114.5,25.15
166,2020-08-28,-3.607203245,102.9968491,118.75,121.06,24.4
167,2020-08-28,-3.740812778,103.7289658,130.75,130.75,25.4
168,2020-09-13,-3.866667509,104.7796326,137.31,138.0,26.36
169,2020-10-16,-2.14758563,104.2799225,194.69,194.88,27.46
170,2020-11-13,-2.152893066,104.2874527,43.44,43.12,27.62
171,2020-10-17,-2.642190218,102.6471786,218.94,216.69,25.76
172,2020-10-19,-2.733256102,103.2572021,137.5,136.94,26.08
173,2020-10-19,-2.734650612,103.2666245,137.5,136.94,26.08
174,2020-10-19,-2.857256651,105.5583954,155.31,153.88,26.53
175,2020-10-14,-3.323695898,104.4695511,121.69,121.69,26.38
176,2020-09-15,-3.878714085,104.5202179,129.38,129.19,26.37
177,2020-08-23,-3.646611214,102.9846268,122.75,127.44,24.42
178,2020-10-26,-4.583175182,103.8992157,245.75,262.25,23.15
179,2020-10-28,-3.770332336,103.0670166,223.31,227.44,23.13
180,2020-10-28,-2.961025715,102.9893723,228.81,229.38,26.98
181,2020-08-23,-3.617094517,105.7603607,114.38,112.69,26.73
182,2020-08-23,-3.619548321,105.7775803,114.38,112.69,26.73
183,2020-08-23,-3.747348785,103.3284531,122.75,127.44,24.42
184,2020-10-28,-2.168491125,104.3291168,182.56,182.19,26.73
185,2020-09-16,-4.725960255,104.2326736,170.12,162.94,25.04
186,2020-08-23,-3.411840916,103.361412,122.75,127.44,24.42
187,2020-09-18,-2.569216251,103.5674896,134.88,135.06,26.22
188,2020-09-13,-3.701198816,105.4437637,141.12,142.19,26.56
189,2020-08-30,-2.840782642,104.6193695,130.25,130.38,26.59
190,2020-11-13,-3.282074213,103.4472733,82.06,82.56,26.95
191,2020-11-13,-3.179075241,103.8894806,70.06,70.31,27.44
192,2020-11-13,-3.788840532,103.6871185,81.69,85.75,25.24
193,2020-11-13,-3.03019762,104.2105103,62.44,62.88,27.28
194,2020-11-13,-1.890414,103.9107285,40.56,37.06,27.48
195,2020-08-23,-3.64825058,102.9960938,122.75,127.44,24.42
196,2020-09-24,-4.349030972,104.0367889,145.62,142.38,24.36
197,2020-09-24,-4.661589146,104.1701508,134.94,130.31,25.94
198,2020-08-23,-3.350617647,104.9431152,122.5,122.44,26.08
199,2020-11-15,-2.223577738,103.7984772,48.88,49.56,26.58
200,2020-08-30,-3.909099579,102.9087906,102.12,117.38,23.83
201,2020-09-08,-3.285824537,103.2275696,121.88,126.0,24.69
202,2020-08-24,-2.816911936,104.6534805,116.06,116.19,26.34
203,2020-08-31,-2.813102961,104.6441574,123.25,123.31,26.75
204,2020-08-25,-2.992367744,104.080307,123.19,123.19,25.99
205,2020-10-28,-3.633944035,104.22789,151.88,151.94,27.27
206,2020-10-19,-2.859064341,105.5708466,155.31,153.88,26.53
207,2016-10-05,-2.858660221,105.5006256,184.62,185.5,26.87
208,2016-09-17,-3.160905838,102.6452637,244.12,258.62,23.89
209,2016-09-15,-3.67164278,102.9428253,229.06,231.06,25.41
210,2019-10-23,-2.64300251,105.5221481,132.88,131.94,27.82
211,2019-10-23,-2.334731817,104.1609116,131.56,131.56,27.05
212,2019-10-23,-2.331403971,104.1390228,131.56,131.56,27.05
213,2019-10-23,-3.115783453,105.3526001,133.12,132.69,27.39
214,2019-10-23,-3.115783215,105.3526001,133.12,132.69,27.39
215,2019-10-21,-3.531555414,105.3301468,117.94,117.44,27.58
216,2019-10-21,-3.045606613,105.5939484,128.06,128.75,27.3
217,2019-10-21,-3.522520781,105.3314362,117.94,117.44,27.58
218,2019-10-21,-3.651581526,105.7167969,117.94,117.44,27.58
219,2020-07-06,-3.250461578,102.7776871,75.56,86.62,23.55
220,2019-10-14,-3.339863539,104.9113007,117.69,117.38,27.15
221,2019-10-14,-3.142882347,104.3566971,113.38,113.31,27.11
222,2019-10-14,-3.356536388,105.3126068,126.19,126.19,27.23
223,2020-05-24,-2.681201696,105.3637619,128.81,128.62,28.55
224,2019-10-14,-3.11727953,105.3331299,130.31,130.56,27.12
225,2019-10-14,-3.387198687,105.2277374,117.69,117.38,27.15
226,2019-10-14,-3.059137821,104.4283447,113.38,113.31,27.11
227,2019-10-14,-3.36171031,105.3183746,126.19,126.19,27.23
228,2019-10-14,-3.146025896,104.3583755,113.38,113.31,27.11
229,2019-10-12,-2.329349518,104.8838654,123.75,122.88,27.65
230,2019-10-12,-3.459677458,105.3043823,117.0,116.81,26.91
231,2019-10-11,-2.044478655,104.3054199,100.56,99.81,27.37
232,2020-05-12,-3.096043825,105.37043,131.38,130.88,27.28
233,2019-10-10,-1.704194903,104.3602448,105.75,106.19,27.73
234,2019-10-10,-3.471927166,105.2734833,116.31,116.06,26.65
235,2019-10-10,-3.795707941,105.5182114,117.75,117.75,27.36
236,2019-10-10,-1.734064341,104.354248,105.75,106.19,27.73
237,2019-10-10,-3.328037739,103.8759384,107.62,107.81,27.23
238,2019-10-10,-2.021139145,104.3206253,105.94,105.69,27.23
239,2019-10-08,-2.994290352,104.0219116,119.5,119.56,27.08
240,2019-10-08,-3.004719496,103.9981689,119.5,119.56,27.08
241,2019-10-04,-3.082650661,105.0706482,126.0,126.0,25.9
242,2020-04-17,-2.927198887,105.691185,150.88,154.06,28.1
243,2020-04-17,-2.934098005,105.7007904,150.88,154.06,28.1
244,2020-04-17,-1.929409862,104.1945648,132.25,131.62,27.86
245,2019-09-16,-1.814249635,103.9777908,148.75,151.56,25.33
246,2019-10-01,-3.294080019,105.1210938,112.5,112.06,26.16
247,2019-10-01,-3.430413723,105.0709839,112.5,112.06,26.16
248,2019-10-01,-3.406061888,105.0492325,112.5,112.06,26.16
249,2019-09-30,-3.910381317,105.8280716,120.25,119.75,27.44
250,2019-09-26,-1.955467701,103.9209747,103.81,102.62,26.83
251,2019-09-22,-1.96564734,103.9532471,118.94,117.81,25.7
252,2019-09-18,-2.524985075,103.3731842,128.12,128.12,26.27
253,2019-09-22,-3.24021697,103.3405685,118.69,118.56,25.9
254,2019-09-22,-3.41208744,105.0951767,117.38,117.0,25.54
255,2019-09-22,-3.251493692,105.5017014,124.69,124.0,25.96
256,2019-09-22,-2.746585846,102.9943466,122.5,122.62,25.89
257,2019-09-22,-1.971172094,103.9271011,118.94,117.81,25.7
258,2019-09-22,-3.239038229,104.2049561,116.31,116.38,25.84
259,2019-09-22,-3.920384407,102.8570404,112.0,123.5,24.18
260,2019-09-21,-1.935920715,103.9591675,130.44,130.25,25.73
261,2019-09-21,-1.957054734,103.9511871,130.44,130.25,25.73
262,2019-09-21,-3.252642393,105.4975281,122.19,121.75,26.19
263,2019-09-21,-1.784813285,104.3070602,130.75,130.88,26.37
264,2019-09-21,-1.83236289,103.97155,130.44,130.25,25.73
265,2019-09-17,-1.952259541,104.0016327,132.81,133.88,25.94
266,2019-09-21,-3.429354668,105.0984497,118.75,118.44,25.8
267,2019-09-21,-3.512742758,105.3312378,122.19,121.75,26.19
268,2019-09-20,-1.936298728,103.9860077,118.69,118.75,26.26
269,2019-09-17,-1.810712695,103.9967041,132.81,133.88,25.94
270,2019-09-20,-1.950635552,103.9445419,118.69,118.75,26.26
271,2019-03-20,-2.91868639,105.6730347,328.75,327.44,26.81
272,2019-10-20,-3.72662282,105.1514282,117.25,117.12,27.8
273,2019-10-20,-2.767897367,103.6199493,113.0,113.06,27.33
274,2019-10-19,-3.041004181,105.6074982,120.25,119.44,27.85
275,2019-10-19,-3.346734285,105.289032,117.56,117.38,27.6
276,2019-10-19,-3.350093842,104.9379044,117.56,117.38,27.6
277,2019-10-19,-3.374081135,105.5352478,117.31,116.19,27.9
278,2019-10-19,-3.365181923,105.134491,117.56,117.38,27.6
279,2019-10-19,-3.875491858,105.7854843,116.94,116.62,28.59
280,2019-10-19,-3.290248394,105.4058533,117.31,116.19,27.9
281,2019-10-19,-3.176332474,104.8420105,121.62,121.62,27.51
282,2019-10-17,-3.356666803,105.3103714,111.88,111.75,27.61
283,2019-09-17,-2.734236717,102.9519272,137.5,137.06,25.99
284,2019-10-17,-2.408324242,105.365097,114.5,113.69,28.23
285,2019-03-09,-2.835629225,105.735672,152.62,150.0,27.13
286,2019-09-19,-1.816455007,104.0006104,127.31,128.0,26.37
287,2019-09-19,-1.957404256,103.958519,127.31,128.0,26.37
288,2019-10-17,-3.183239698,104.5515518,104.25,104.56,27.55
289,2019-10-17,-2.007896185,104.0554657,84.5,84.88,27.11
290,2019-10-16,-1.717288136,104.4848099,97.0,96.56,28.04
291,2019-10-16,-1.819283009,104.02285,103.69,104.31,27.05
292,2019-10-15,-2.053937435,104.3003082,107.12,106.56,27.2
293,2019-10-15,-3.342665195,104.9243164,115.06,114.81,27.3
294,2019-10-14,-3.372225761,105.304924,117.69,117.38,27.15
295,2019-10-14,-3.425016403,105.4738235,126.19,126.19,27.23
296,2019-10-14,-3.353881359,104.9303894,117.69,117.38,27.15
297,2019-10-14,-3.365871668,105.3244934,126.19,126.19,27.23
298,2019-10-14,-3.364513397,105.3153687,126.19,126.19,27.23
299,2019-10-14,-3.953745604,105.8082428,127.06,127.31,27.93
300,2019-10-14,-1.812836289,104.0409393,99.94,100.81,26.59
301,2019-09-19,-1.957128286,103.9644852,127.31,128.0,26.37
302,2019-09-19,-3.344316721,105.1998672,118.5,118.56,26.73
303,2019-09-12,-1.931815863,103.7660751,150.75,151.75,25.9
304,2019-09-12,-1.925130606,103.7724075,150.75,151.75,25.9
305,2019-09-12,-2.743272066,102.9787674,153.12,153.06,25.66
306,2019-09-12,-3.222260237,103.4095535,153.12,153.0,25.59
307,2019-09-12,-3.922757864,105.7881088,121.06,120.25,26.6
308,2019-09-12,-2.569353342,103.4636078,145.0,145.06,25.9
309,2019-09-12,-3.232252598,103.382225,153.12,153.0,25.59
310,2019-09-12,-2.748749018,104.4054031,143.75,143.94,26.05
311,2019-09-12,-3.674438477,105.7132797,125.94,124.5,25.91
312,2019-09-12,-3.079571724,104.6286087,135.88,135.75,25.78
313,2019-09-12,-3.251966476,105.0286789,127.19,126.81,25.57
314,2019-09-12,-2.580230951,103.4606857,145.0,145.06,25.9
315,2019-09-12,-3.33075428,105.2383194,127.19,126.81,25.57
316,2019-09-12,-2.630040407,102.9902649,153.12,153.06,25.66
317,2019-09-12,-2.776679516,103.3563919,153.12,153.0,25.59
318,2019-09-12,-3.605576038,102.9729233,148.06,147.75,24.47
319,2019-09-12,-2.757814407,103.3348541,153.12,153.0,25.59
320,2019-09-12,-2.99325037,104.0237732,139.12,139.0,25.78
321,2019-09-12,-3.234422207,103.3666992,153.12,153.0,25.59
322,2019-09-12,-2.541314363,103.4634247,145.0,145.06,25.9
323,2019-09-12,-1.812210798,104.0184479,150.75,151.75,25.9
324,2019-09-12,-3.034204721,104.0517349,139.12,139.0,25.78
325,2019-09-12,-2.633103132,103.0372925,153.12,153.06,25.66
326,2019-09-12,-3.230499744,103.4241333,153.12,153.0,25.59
327,2019-09-11,-2.558205366,103.4882813,131.88,132.69,25.85
328,2019-09-11,-3.247983694,103.414772,144.38,144.44,25.66
329,2019-09-11,-2.75352478,103.3321381,144.38,144.44,25.66
330,2019-09-11,-2.773173809,103.0497131,144.38,144.44,25.66
331,2019-09-11,-2.571336269,103.4758606,131.88,132.69,25.85
332,2019-09-11,-3.23708272,103.4131622,144.38,144.44,25.66
333,2019-09-11,-3.490625143,104.5526733,126.06,125.94,25.33
334,2019-09-11,-1.930595994,103.775383,133.62,135.0,25.77
335,2019-09-11,-2.601947069,103.0385437,145.44,145.38,25.79
336,2019-09-11,-2.371634007,102.9596787,145.44,145.38,25.79
337,2019-09-11,-2.663885832,103.7065811,131.88,132.69,25.85
338,2019-09-11,-2.99528861,104.0234299,131.94,131.88,25.73
339,2019-09-11,-3.230144024,103.4481201,131.94,131.88,25.73
340,2019-09-11,-2.647841454,103.1325226,145.44,145.38,25.79
341,2019-09-11,-3.04117918,104.0303497,131.94,131.88,25.73
342,2019-09-11,-2.582469702,103.0223618,145.44,145.38,25.79
343,2019-09-11,-2.822671413,102.8611374,144.38,144.44,25.66
344,2019-09-11,-2.808334827,104.535675,128.56,128.69,25.68
345,2019-09-11,-2.85824132,103.1759415,144.38,144.44,25.66
346,2019-09-11,-3.081501961,104.6702652,128.56,128.69,25.68
347,2019-09-11,-3.101639509,105.1494064,129.19,129.44,25.72
348,2019-09-11,-3.790763855,104.6733322,121.88,121.69,25.86
349,2019-09-11,-2.652500629,103.7139511,131.88,132.69,25.85
350,2019-09-11,-3.514786005,103.3026123,137.62,139.19,24.54
351,2019-09-11,-2.821558714,103.0172195,144.38,144.44,25.66
352,2019-09-11,-3.785298347,105.2025146,119.75,119.75,25.69
353,2019-09-11,-3.032259464,104.0913086,128.56,128.69,25.68
354,2019-09-11,-3.725267172,105.5178909,119.25,118.06,25.87
355,2019-09-11,-2.828086615,103.6842728,131.94,131.88,25.73
356,2019-09-11,-2.35284543,102.8646011,145.44,145.38,25.79
357,2019-09-11,-2.43585515,103.0682983,145.44,145.38,25.79
358,2019-09-11,-2.816585541,104.5266953,128.56,128.69,25.68
359,2019-09-11,-2.831368923,102.8752975,144.38,144.44,25.66
360,2019-09-11,-3.089677095,103.3928604,144.38,144.44,25.66
361,2019-09-11,-3.109985352,105.0944519,129.19,129.44,25.72
362,2019-09-11,-2.115912676,103.5379791,133.62,135.0,25.77
363,2019-09-11,-2.836872101,102.8375397,144.38,144.44,25.66
364,2019-09-11,-2.81968236,103.0301514,144.38,144.44,25.66
365,2019-09-11,-3.85522151,102.7917786,153.31,156.25,25.67
366,2019-09-11,-2.742607832,102.9342346,145.44,145.38,25.79
367,2019-09-11,-2.963064194,104.080986,128.56,128.69,25.68
368,2019-09-11,-3.107716322,103.2719193,144.38,144.44,25.66
369,2019-09-11,-3.776002407,105.3515015,113.75,112.94,26.5
370,2019-09-11,-1.840585589,103.8495941,133.62,135.0,25.77
371,2019-09-11,-2.354652405,103.3177872,145.44,145.38,25.79
372,2019-09-11,-2.487403393,103.2742004,145.44,145.38,25.79
373,2019-09-11,-2.502412081,104.3368683,129.31,129.56,25.97
374,2019-09-11,-2.478481531,103.2590256,145.44,145.38,25.79
375,2019-09-11,-2.740592718,103.3441086,145.44,145.38,25.79
376,2019-09-11,-3.415036678,105.4136887,119.25,118.06,25.87
377,2019-09-11,-3.516697884,103.2895279,137.62,139.19,24.54
378,2019-09-11,-2.678269386,103.3012009,145.44,145.38,25.79
379,2019-09-11,-3.259808779,104.6234283,126.06,125.94,25.33
380,2019-09-11,-2.74075675,102.9470139,145.44,145.38,25.79
381,2019-09-11,-3.546960115,105.2283096,122.38,122.12,25.32
382,2019-09-11,-2.148197889,103.944664,133.62,135.0,25.77
383,2019-09-11,-2.038883209,103.8290787,133.62,135.0,25.77
384,2019-09-11,-2.476478815,103.2726059,145.44,145.38,25.79
385,2019-09-11,-2.000043631,104.0125809,133.62,135.0,25.77
386,2019-09-11,-3.489753008,105.1768265,122.38,122.12,25.32
387,2019-09-11,-3.203325748,105.0764847,129.19,129.44,25.72
388,2019-09-11,-3.534443855,105.2264252,122.38,122.12,25.32
389,2019-09-11,-2.663356304,103.3268509,145.44,145.38,25.79
390,2019-09-11,-2.038143873,103.6758957,133.62,135.0,25.77
391,2019-09-11,-3.336047411,105.2404938,122.38,122.12,25.32
392,2019-09-11,-3.816508532,105.4414902,113.75,112.94,26.5
393,2019-09-11,-2.392535448,103.3656769,145.44,145.38,25.79
394,2019-09-11,-1.900507689,103.8427658,133.62,135.0,25.77
395,2019-09-11,-3.14039278,105.0617828,129.19,129.44,25.72
396,2019-09-11,-2.557643414,102.8683167,145.44,145.38,25.79
397,2019-09-11,-2.414759398,105.3660355,135.44,135.38,26.52
398,2019-09-11,-2.492987633,104.3187943,129.31,129.56,25.97
399,2019-09-11,-3.345772266,105.2609329,122.38,122.12,25.32
400,2018-10-27,-3.431198359,105.7328644,88.31,88.81,27.38
401,2018-10-27,-3.08126688,105.2142639,77.06,77.12,27.23
402,2019-09-14,-3.151194811,104.5294418,141.81,141.62,25.1
403,2019-09-14,-3.149420738,104.5423355,141.81,141.62,25.1
404,2019-01-04,-2.91941309,105.6167755,188.31,189.94,27.65
405,2019-09-11,-2.50242877,104.3215408,129.31,129.56,25.97
406,2018-11-01,-2.839937925,105.7318878,89.88,87.25,27.46
407,2018-11-01,-2.796210289,105.4104843,89.88,87.25,27.46
408,2019-09-13,-3.284198284,105.0247879,134.62,134.38,25.55
409,2019-09-13,-3.558152914,104.7047882,134.62,134.38,25.55
410,2019-09-13,-3.067854166,103.4078903,147.75,147.62,26.07
411,2019-09-12,-3.151481867,104.5551071,135.88,135.75,25.78
