,Latitude,Longitude
2441,-1.8596874018237695,104.01974364570023
2442,-1.8596874018237695,104.01974364570023
2443,-1.4452902606635294,103.56320326796217
2444,-1.8596874018237695,104.01974364570023
2445,-1.8596874018237695,104.01974364570023
2446,-1.7783877953992069,103.93573773998133
2447,-1.8596874018237695,104.01974364570023
2448,-1.8596874018237695,104.01974364570023
2449,-1.708432952018811,103.84866526716512
2450,-1.8596874018237695,104.01974364570023
2451,-1.8596874018237695,104.01974364570023
2452,-1.7783877953992069,103.93573773998133
2453,-1.7783877953992069,103.93573773998133
2454,-1.699026419971045,103.85116926720136
2455,-1.8352322579327391,103.98243570779516
2456,-1.8352322579327391,103.98243570779516
2457,-1.922856456498319,104.07547097674086
2458,-2.1977618228445563,104.38709086946771
2459,-2.0987201066954735,104.27875752328883
2460,-2.124278100059812,104.3001209416551
2461,-1.8650729454701582,104.01299706085031
2462,-1.8494826035388523,104.00785234713115
2463,-2.124278100059812,104.3001209416551
2464,-2.044953076466109,104.21538633631492
2465,-2.044953076466109,104.21538633631492
2466,-1.8596874018237695,104.01974364570023
2467,-1.8285768175264088,103.94558081752652
2468,-1.8352322579327391,103.98243570779516
2469,-1.8650729454701582,104.01299706085031
2470,-2.1475808149556284,104.32791613553542
2471,-1.894838961639174,104.04975721314861
2472,-1.8352322579327391,103.98243570779516
2473,-1.7783877953992069,103.93573773998133
2474,-1.699026419971045,103.85116926720136
2475,-1.7783877953992069,103.93573773998133
2476,-1.7783877953992069,103.93573773998133
2477,-1.8494826035388523,104.00785234713115
2478,-1.8596874018237695,104.01974364570023
2479,-1.6944786231841253,103.8175190690958
2480,-1.7783877953992069,103.93573773998133
2481,-1.8596874018237695,104.01974364570023
2482,-1.8494826035388523,104.00785234713115
2483,-2.1272779608381582,104.30644171629902
2484,-2.1475808149556284,104.32791613553542
2485,-1.8596874018237695,104.01974364570023
2486,-2.0987201066954735,104.27875752328883
2487,-1.7908030957944354,103.92552480996646
2488,-1.8596874018237695,104.01974364570023
2489,-1.8596874018237695,104.01974364570023
2490,-1.845342990008184,104.00889096736852
2491,-1.8352322579327391,103.98243570779516
2492,-1.8352322579327391,103.98243570779516
2493,-1.8352322579327391,103.98243570779516
2494,-2.1475808149556284,104.32791613553542
2495,-1.7908030957944354,103.92552480996646
2496,-1.8650729454701582,104.01299706085031
2497,-1.8352322579327391,103.98243570779516
2498,-1.8352322579327391,103.98243570779516
2499,-1.7908030957944354,103.92552480996646
2500,-1.8352322579327391,103.98243570779516
2501,-1.9214913568459786,104.03875214235889
2502,-1.8352322579327391,103.98243570779516
2503,-1.8352322579327391,103.98243570779516
2504,-1.8352322579327391,103.98243570779516
2505,-1.7908030957944354,103.92552480996646
2506,-1.855840573377829,103.99365484673828
2507,-1.8352322579327391,103.98243570779516
2508,-1.8352322579327391,103.98243570779516
2509,-1.894838961639174,104.04975721314861
2510,-1.8352322579327391,103.98243570779516
2511,-1.8650729454701582,104.01299706085031
2512,-1.8650729454701582,104.01299706085031
2513,-1.8650729454701582,104.01299706085031
2514,-1.8650729454701582,104.01299706085031
2515,-1.855840573377829,103.99365484673828
2516,-1.8352322579327391,103.98243570779516
2517,-1.8352322579327391,103.98243570779516
2518,-1.855840573377829,103.99365484673828
2519,-1.855840573377829,103.99365484673828
2520,-1.894838961639174,104.04975721314861
2521,-1.8650729454701582,104.01299706085031
2522,-1.8352322579327391,103.98243570779516
2523,-1.8650729454701582,104.01299706085031
2524,-1.855840573377829,103.99365484673828
2525,-1.8352322579327391,103.98243570779516
2526,-1.8352322579327391,103.98243570779516
2527,-1.8494826035388523,104.00785234713115
2528,-1.8494826035388523,104.00785234713115
2529,-1.8596874018237695,104.01974364570023
2530,-1.7783877953992069,103.93573773998133
2531,-1.7783877953992069,103.93573773998133
2532,-1.7783877953992069,103.93573773998133
2533,-1.715024513186496,103.85270549269994
2534,-1.4912444529041626,103.61114689488771
2535,-1.8596874018237695,104.01974364570023
2536,-1.8352322579327391,103.98243570779516
2537,-1.8494826035388523,104.00785234713115
2538,-1.845342990008184,104.00889096736852
2539,-1.845342990008184,104.00889096736852
2540,-1.8596874018237695,104.01974364570023
2541,-1.8494826035388523,104.00785234713115
2542,-1.8352322579327391,103.98243570779516
