,Hari,Bulan,Tahun,WD10M,WD2M,T2M
11269,30,7,2017,243.19,241.5,24.69
11270,30,7,2017,183.81,181.62,27.26
11271,30,7,2017,124.44,124.5,28.4
11272,30,7,2017,136.56,136.69,27.62
11273,30,7,2017,153.81,154.25,25.62
11274,30,7,2017,195.81,184.38,26.31
11275,30,7,2017,155.94,155.94,26.64
11276,30,7,2017,155.38,157.44,26.05
11277,30,7,2017,183.81,181.62,27.26
11278,30,7,2017,155.94,155.94,26.64
11279,30,7,2017,155.94,155.94,26.64
11280,30,7,2017,195.81,184.38,26.31
11281,30,7,2017,155.38,157.44,26.05
11282,30,7,2017,166.31,166.44,26.8
11283,30,7,2017,156.75,158.19,26.48
11284,30,7,2017,156.75,158.19,26.48
11285,30,7,2017,162.06,162.06,28.08
11286,30,7,2017,166.31,166.44,26.8
11287,30,7,2017,111.75,120.88,23.95
11288,30,7,2017,117.75,119.88,24.67
11289,30,7,2017,112.5,115.62,25.27
11290,30,7,2017,146.94,147.25,27.94
11291,30,7,2017,146.94,147.25,27.94
11292,30,7,2017,127.81,127.81,26.63
11293,30,7,2017,127.81,127.81,26.63
11294,30,7,2017,196.56,195.19,26.48
11295,30,7,2017,124.31,124.31,26.26
11296,30,7,2017,155.94,155.94,26.64
11297,30,7,2017,166.06,167.06,27.19
11298,30,7,2017,183.81,181.62,27.26
11299,30,7,2017,160.56,160.38,26.62
11300,30,7,2017,290.81,293.94,26.68
11301,30,7,2017,196.56,195.19,26.48
11302,30,7,2017,207.56,207.56,28.65
11303,30,7,2017,75.25,76.12,28.48
11304,30,7,2017,269.19,269.25,26.25
11305,30,7,2017,145.88,146.81,27.44
11306,30,7,2017,156.75,158.19,26.48
11307,30,7,2017,155.94,155.94,26.64
11308,30,7,2017,177.75,177.69,28.79
11309,30,7,2017,136.56,136.69,27.62
11310,30,7,2017,177.75,177.69,28.79
11311,30,7,2017,133.12,134.38,26.5
11312,30,7,2017,128.0,128.0,26.89
11313,30,7,2017,161.5,161.44,28.45
11314,30,7,2017,149.06,149.0,28.45
11315,30,7,2017,207.56,207.56,28.65
11316,30,7,2017,155.94,155.94,26.64
11317,30,7,2017,155.94,155.94,26.64
11318,30,7,2017,166.31,166.44,26.8
11319,30,7,2017,166.31,166.44,26.8
11320,30,7,2017,166.06,167.06,27.19
11321,30,7,2017,195.81,184.38,26.31
11322,30,7,2017,171.06,170.19,26.76
11323,30,7,2017,151.94,152.12,26.58
11324,30,7,2017,166.06,167.06,27.19
11325,30,7,2017,162.06,162.06,28.08
11326,30,7,2017,188.56,197.69,23.73
11327,30,7,2017,155.94,155.94,26.64
11328,30,7,2017,155.94,155.94,26.64
11329,30,7,2017,155.94,155.94,26.64
11330,30,7,2017,169.25,168.88,27.57
11331,30,7,2017,171.06,170.19,26.76
11332,30,7,2017,183.81,181.62,27.26
11333,30,7,2017,177.75,177.69,28.79
11334,30,7,2017,155.38,157.44,26.05
11335,30,7,2017,156.75,158.19,26.48
11336,30,7,2017,166.06,167.06,27.19
11337,30,7,2017,183.81,181.62,27.26
11338,30,7,2017,162.75,162.5,28.18
11339,30,7,2017,166.06,167.06,27.19
11340,30,7,2017,156.75,158.19,26.48
11341,30,7,2017,166.31,166.44,26.8
11342,30,7,2017,112.5,115.62,25.27
11343,30,7,2017,243.19,241.5,24.69
11344,30,7,2017,127.81,127.81,26.63
11345,30,7,2017,112.5,115.62,25.27
11346,30,7,2017,156.75,158.19,26.48
11347,30,7,2017,117.75,119.88,24.67
11348,30,7,2017,156.75,158.19,26.48
11349,30,7,2017,117.75,119.88,24.67
11350,30,7,2017,137.94,138.44,26.51
11351,30,7,2017,196.56,195.19,26.48
11352,30,7,2017,130.25,138.0,23.62
11353,30,7,2017,128.0,128.0,26.89
11354,30,7,2017,117.75,119.88,24.67
11355,30,7,2017,156.75,158.19,26.48
11356,30,7,2017,256.31,255.56,22.37
11357,30,7,2017,127.81,127.81,26.63
11358,30,7,2017,253.56,263.38,23.58
11359,30,7,2017,265.75,277.69,24.48
11360,30,7,2017,265.75,277.69,24.48
11361,30,7,2017,256.31,255.56,22.37
11362,30,7,2017,188.56,197.69,23.73
11363,30,7,2017,243.19,241.5,24.69
11364,30,7,2017,188.56,197.69,23.73
11365,30,7,2017,156.75,158.19,26.48
11366,30,7,2017,121.12,121.12,26.37
11367,30,7,2017,243.19,241.5,24.69
11368,30,7,2017,112.5,115.62,25.27
11369,30,7,2017,155.94,155.94,26.64
11370,30,7,2017,166.31,166.44,26.8
11371,30,7,2017,183.81,181.62,27.26
11372,30,7,2017,163.0,162.94,27.08
11373,30,7,2017,127.81,127.81,26.63
11374,30,7,2017,156.75,158.19,26.48
11375,30,7,2017,121.12,121.12,26.37
11376,30,7,2017,127.81,127.81,26.63
11377,30,7,2017,163.0,162.94,27.08
11378,30,7,2017,129.62,129.94,26.55
11379,30,7,2017,121.12,121.12,26.37
11380,30,7,2017,232.94,233.0,26.05
11381,30,7,2017,112.5,115.62,25.27
11382,30,7,2017,191.94,186.75,26.37
11383,30,7,2017,133.62,133.5,28.05
11384,30,7,2017,124.31,124.31,26.26
11385,30,7,2017,166.31,166.44,26.8
11386,30,7,2017,107.62,119.06,24.15
11387,30,7,2017,166.31,166.44,26.8
11388,31,7,2017,159.75,159.81,28.29
11389,1,8,2017,137.19,137.94,25.9
11390,1,8,2017,115.25,117.0,26.25
11391,1,8,2017,144.0,144.0,28.05
11392,1,8,2017,137.19,137.94,25.9
11393,1,8,2017,144.12,144.62,26.38
11394,1,8,2017,115.25,117.0,26.25
11395,1,8,2017,242.56,232.81,22.08
11396,1,8,2017,240.88,232.06,25.46
11397,1,8,2017,241.69,242.06,25.24
11398,1,8,2017,144.0,144.0,28.05
11399,1,8,2017,242.56,232.81,22.08
11400,1,8,2017,139.19,139.12,27.23
11401,1,8,2017,130.88,130.5,26.06
11402,1,8,2017,144.12,144.62,26.38
11403,1,8,2017,144.0,144.0,28.05
11404,1,8,2017,142.69,142.69,27.46
11405,1,8,2017,142.69,142.69,27.46
11406,1,8,2017,137.19,137.94,25.9
11407,1,8,2017,141.75,141.69,27.31
11408,1,8,2017,139.81,139.81,27.47
11409,1,8,2017,115.25,117.0,26.25
11410,1,8,2017,137.81,135.44,25.09
11411,1,8,2017,141.0,141.0,26.38
11412,1,8,2017,120.56,119.75,25.32
11413,1,8,2017,141.75,141.69,27.31
11414,1,8,2017,137.81,135.44,25.09
11415,1,8,2017,129.56,128.06,24.72
11416,1,8,2017,127.5,127.44,26.53
11417,1,8,2017,130.62,130.62,26.34
11418,1,8,2017,240.88,232.06,25.46
11419,1,8,2017,122.44,122.19,26.19
11420,1,8,2017,155.38,155.25,27.15
11421,1,8,2017,129.56,128.06,24.72
11422,1,8,2017,142.06,141.88,26.85
11423,1,8,2017,141.75,141.69,27.31
11424,1,8,2017,141.75,141.69,27.31
11425,1,8,2017,137.19,137.94,25.9
11426,1,8,2017,130.56,130.19,26.76
11427,1,8,2017,144.0,144.0,28.05
11428,1,8,2017,139.81,139.81,27.47
11429,1,8,2017,139.19,139.12,27.23
11430,1,8,2017,144.0,144.0,28.05
11431,1,8,2017,142.69,142.69,27.46
11432,1,8,2017,138.94,138.94,27.73
11433,1,8,2017,141.75,141.69,27.31
11434,1,8,2017,141.75,141.69,27.31
11435,1,8,2017,141.75,141.69,27.31
11436,1,8,2017,138.5,138.5,27.82
11437,1,8,2017,142.81,142.75,27.74
11438,1,8,2017,146.88,145.31,25.77
11439,1,8,2017,138.94,138.94,27.73
11440,1,8,2017,137.19,137.94,25.9
11441,1,8,2017,135.56,134.38,26.08
11442,1,8,2017,129.56,128.06,24.72
11443,1,8,2017,137.19,137.94,25.9
11444,1,8,2017,137.19,137.94,25.9
11445,1,8,2017,120.56,119.75,25.32
11446,1,8,2017,167.25,172.75,25.48
11447,1,8,2017,167.25,172.75,25.48
11448,1,8,2017,167.25,172.75,25.48
11449,1,8,2017,155.38,155.25,27.15
11450,1,8,2017,142.69,142.69,27.46
11451,1,8,2017,142.69,142.69,27.46
11452,1,8,2017,145.69,143.94,23.71
11453,1,8,2017,141.0,141.0,26.38
11454,1,8,2017,120.56,119.75,25.32
11455,1,8,2017,144.0,144.0,28.05
11456,1,8,2017,122.44,122.19,26.19
11457,1,8,2017,158.62,158.62,28.12
11458,1,8,2017,141.44,146.69,26.15
11459,1,8,2017,144.12,144.62,26.38
11460,1,8,2017,146.44,146.5,28.44
11461,1,8,2017,137.19,137.94,25.9
11462,1,8,2017,137.19,137.94,25.9
11463,1,8,2017,158.62,158.62,28.12
11464,1,8,2017,139.75,140.12,26.77
11465,1,8,2017,115.25,117.0,26.25
11466,1,8,2017,149.06,149.12,26.77
11467,1,8,2017,129.56,128.06,24.72
11468,1,8,2017,167.5,181.06,25.5
11469,1,8,2017,144.12,144.62,26.38
11470,1,8,2017,158.62,158.62,28.12
11471,1,8,2017,139.19,139.12,27.23
11472,1,8,2017,136.38,136.94,26.99
11473,1,8,2017,144.0,144.0,28.05
11474,1,8,2017,141.75,141.69,27.31
11475,1,8,2017,265.56,266.5,21.34
11476,2,8,2017,205.12,205.0,26.78
11477,2,8,2017,205.12,205.0,26.78
11478,2,8,2017,285.38,286.44,26.69
11479,3,8,2017,153.75,156.0,24.72
11480,3,8,2017,159.5,160.31,25.44
11481,3,8,2017,159.38,159.31,28.2
11482,3,8,2017,209.06,209.06,28.98
11483,3,8,2017,153.75,156.0,24.72
11484,3,8,2017,157.5,156.19,25.55
11485,3,8,2017,155.06,155.12,27.89
11486,3,8,2017,135.88,135.94,24.77
11487,3,8,2017,158.81,163.44,25.31
11488,3,8,2017,135.38,135.25,23.92
11489,3,8,2017,157.5,156.19,25.55
11490,3,8,2017,159.06,158.88,26.69
11491,3,8,2017,157.5,156.19,25.55
11492,3,8,2017,157.5,156.19,25.55
11493,3,8,2017,157.5,156.19,25.55
11494,3,8,2017,152.38,152.44,27.05
11495,3,8,2017,140.5,139.31,24.63
11496,3,8,2017,130.69,127.56,25.16
11497,3,8,2017,152.31,151.0,25.29
11498,3,8,2017,157.5,156.19,25.55
11499,3,8,2017,157.0,157.0,27.87
11500,3,8,2017,171.12,168.88,25.06
11501,3,8,2017,157.5,156.19,25.55
11502,3,8,2017,155.06,155.12,27.89
11503,3,8,2017,210.25,205.75,25.05
11504,3,8,2017,152.62,152.62,27.12
11505,3,8,2017,155.06,155.12,27.89
11506,3,8,2017,157.5,156.19,25.55
11507,3,8,2017,132.44,132.56,24.88
11508,3,8,2017,138.31,138.31,24.82
11509,3,8,2017,157.5,156.19,25.55
11510,3,8,2017,162.75,166.88,25.91
11511,3,8,2017,166.81,166.69,26.79
11512,3,8,2017,139.94,138.94,23.33
11513,3,8,2017,131.88,130.5,24.17
11514,3,8,2017,153.75,156.0,24.72
11515,3,8,2017,159.38,159.31,28.2
11516,3,8,2017,185.38,185.38,28.78
11517,3,8,2017,159.5,160.31,25.44
11518,3,8,2017,159.5,160.31,25.44
11519,3,8,2017,153.75,156.0,24.72
11520,3,8,2017,151.38,148.5,23.86
11521,3,8,2017,152.25,151.69,25.69
11522,3,8,2017,131.88,130.5,24.17
11523,3,8,2017,139.94,138.94,23.33
11524,3,8,2017,162.75,166.88,25.91
11525,3,8,2017,130.69,130.31,24.67
11526,3,8,2017,152.38,152.44,27.05
11527,3,8,2017,166.81,166.69,26.79
11528,3,8,2017,157.5,156.19,25.55
11529,3,8,2017,135.38,135.25,23.92
11530,3,8,2017,135.88,135.94,24.77
11531,3,8,2017,153.75,156.0,24.72
11532,3,8,2017,166.81,166.69,26.79
11533,3,8,2017,158.81,163.44,25.31
11534,3,8,2017,166.81,166.69,26.79
11535,3,8,2017,166.81,166.69,26.79
11536,3,8,2017,166.81,166.69,26.79
11537,3,8,2017,166.81,166.69,26.79
11538,3,8,2017,131.88,130.5,24.17
11539,3,8,2017,131.88,130.5,24.17
11540,3,8,2017,165.0,165.0,26.3
11541,3,8,2017,162.75,166.88,25.91
11542,3,8,2017,153.75,156.0,24.72
11543,3,8,2017,166.81,166.69,26.79
11544,3,8,2017,166.81,166.69,26.79
11545,3,8,2017,165.0,165.0,26.3
11546,3,8,2017,153.75,156.0,24.72
11547,3,8,2017,166.81,166.69,26.79
11548,3,8,2017,130.69,127.56,25.16
11549,3,8,2017,151.88,152.31,25.94
11550,3,8,2017,167.75,172.44,25.88
11551,3,8,2017,155.06,155.12,27.89
11552,3,8,2017,166.81,166.69,26.79
11553,3,8,2017,166.81,166.69,26.79
11554,3,8,2017,159.5,160.31,25.44
11555,3,8,2017,159.81,166.75,25.46
11556,3,8,2017,153.75,156.0,24.72
11557,3,8,2017,167.75,172.44,25.88
11558,3,8,2017,158.81,163.44,25.31
11559,3,8,2017,167.69,168.38,26.27
11560,3,8,2017,165.0,165.0,26.3
11561,3,8,2017,152.25,151.69,25.69
11562,4,8,2017,181.31,180.19,26.83
11563,4,8,2017,153.88,153.44,26.59
11564,4,8,2017,165.19,158.62,22.86
11565,4,8,2017,214.69,218.06,26.12
11566,4,8,2017,194.19,193.12,27.38
11567,4,8,2017,178.94,176.5,26.34
11568,4,8,2017,149.19,164.62,25.46
11569,4,8,2017,158.5,159.19,25.9
11570,4,8,2017,171.19,170.94,27.02
11571,4,8,2017,149.19,164.62,25.46
11572,4,8,2017,158.5,159.19,25.9
11573,4,8,2017,167.19,167.0,26.67
11574,4,8,2017,167.19,167.0,26.67
11575,4,8,2017,158.5,159.19,25.9
11576,4,8,2017,158.5,159.19,25.9
11577,4,8,2017,165.19,158.62,22.86
11578,4,8,2017,148.5,148.31,25.8
11579,4,8,2017,134.38,134.19,25.4
11580,4,8,2017,134.38,134.19,25.4
11581,4,8,2017,136.31,136.31,25.6
11582,4,8,2017,145.62,146.25,26.3
11583,4,8,2017,148.5,148.44,27.14
11584,4,8,2017,150.56,150.62,28.14
11585,4,8,2017,178.94,176.5,26.34
11586,4,8,2017,135.31,134.62,25.32
11587,4,8,2017,187.5,186.94,26.51
11588,4,8,2017,167.19,167.0,26.67
11589,4,8,2017,150.56,150.62,28.14
11590,4,8,2017,209.38,208.69,22.54
11591,4,8,2017,194.19,193.12,27.38
11592,4,8,2017,165.19,158.62,22.86
11593,4,8,2017,194.19,193.12,27.38
11594,4,8,2017,158.5,159.19,25.9
11595,4,8,2017,126.25,126.94,24.38
11596,4,8,2017,178.94,176.5,26.34
11597,4,8,2017,148.5,148.44,27.14
11598,4,8,2017,131.44,131.62,24.51
11599,4,8,2017,178.94,176.5,26.34
11600,5,8,2017,148.25,148.19,28.44
11601,5,8,2017,188.75,188.75,29.0
11602,5,8,2017,143.5,143.5,27.32
11603,5,8,2017,188.75,188.75,29.0
11604,5,8,2017,135.31,135.31,25.74
11605,5,8,2017,143.5,143.5,27.32
11606,5,8,2017,175.19,175.81,26.76
11607,5,8,2017,176.12,175.44,27.39
11608,5,8,2017,130.5,130.19,25.83
11609,5,8,2017,130.12,129.69,25.94
11610,5,8,2017,140.44,140.38,25.97
11611,5,8,2017,130.12,129.69,25.94
11612,5,8,2017,135.31,135.31,25.74
11613,5,8,2017,127.62,127.5,25.72
11614,5,8,2017,143.5,143.5,27.32
11615,5,8,2017,143.5,143.5,27.32
11616,5,8,2017,188.75,188.75,29.0
11617,5,8,2017,129.94,130.06,25.93
11618,5,8,2017,135.31,135.31,25.74
11619,5,8,2017,179.88,178.25,26.6
11620,5,8,2017,136.5,136.5,27.57
11621,5,8,2017,140.38,140.25,27.28
11622,5,8,2017,140.38,140.25,27.28
11623,5,8,2017,130.5,130.19,25.83
11624,5,8,2017,177.19,181.88,26.49
11625,5,8,2017,130.0,129.31,26.12
11626,5,8,2017,140.38,140.25,27.28
11627,5,8,2017,135.31,135.31,25.74
11628,5,8,2017,135.31,135.31,25.74
11629,5,8,2017,191.31,171.06,25.49
11630,5,8,2017,130.0,129.31,26.12
11631,6,8,2017,145.38,145.31,28.38
11632,6,8,2017,133.12,133.12,26.74
11633,6,8,2017,109.81,111.62,24.12
11634,6,8,2017,176.25,175.56,26.62
11635,6,8,2017,173.44,173.38,28.22
11636,6,8,2017,237.81,239.38,23.07
11637,6,8,2017,176.25,175.56,26.62
11638,6,8,2017,183.5,181.38,24.98
11639,6,8,2017,183.5,181.38,24.98
11640,6,8,2017,176.25,175.56,26.62
11641,6,8,2017,157.5,138.75,25.43
11642,6,8,2017,170.56,160.88,23.36
11643,6,8,2017,116.38,116.44,26.08
11644,6,8,2017,130.31,130.31,26.08
11645,6,8,2017,237.81,239.38,23.07
11646,6,8,2017,135.88,135.81,27.48
11647,6,8,2017,139.44,139.44,28.08
11648,6,8,2017,104.06,111.56,23.42
11649,6,8,2017,176.25,175.56,26.62
11650,6,8,2017,117.62,118.19,26.16
11651,6,8,2017,175.19,176.12,26.68
11652,6,8,2017,120.75,120.94,26.18
11653,6,8,2017,176.25,175.56,26.62
11654,6,8,2017,245.88,246.62,21.23
11655,6,8,2017,120.75,120.94,26.18
11656,6,8,2017,117.62,117.75,25.69
11657,6,8,2017,102.56,103.25,24.76
11658,6,8,2017,176.25,175.56,26.62
11659,6,8,2017,176.25,175.56,26.62
11660,6,8,2017,130.31,130.31,26.08
11661,6,8,2017,160.25,157.0,25.55
11662,6,8,2017,176.25,175.56,26.62
11663,6,8,2017,176.25,175.56,26.62
11664,6,8,2017,130.31,130.31,26.08
11665,6,8,2017,176.25,175.56,26.62
11666,6,8,2017,135.88,135.81,27.48
11667,6,8,2017,166.25,166.69,26.01
11668,6,8,2017,136.94,136.81,26.89
11669,7,8,2017,118.69,118.62,25.82
11670,7,8,2017,210.38,202.25,24.09
11671,7,8,2017,198.62,163.06,21.64
11672,7,8,2017,169.5,168.88,24.61
11673,7,8,2017,198.62,163.06,21.64
11674,7,8,2017,160.81,158.19,24.12
11675,8,8,2017,176.38,177.25,23.06
11676,8,8,2017,118.12,118.06,25.68
11677,8,8,2017,121.31,120.56,25.08
11678,8,8,2017,110.06,109.06,24.87
11679,8,8,2017,121.31,120.56,25.08
11680,8,8,2017,118.12,118.06,25.68
11681,8,8,2017,185.12,177.19,23.79
11682,8,8,2017,126.62,126.62,27.05
11683,8,8,2017,123.06,123.06,27.64
11684,8,8,2017,93.5,93.06,25.7
11685,8,8,2017,110.06,109.06,24.87
11686,8,8,2017,112.56,112.19,24.47
11687,8,8,2017,112.56,112.19,24.47
11688,8,8,2017,110.06,109.06,24.87
11689,8,8,2017,126.62,126.62,27.05
11690,8,8,2017,121.31,120.56,25.08
11691,8,8,2017,126.62,126.62,27.05
11692,8,8,2017,112.56,112.19,24.47
11693,8,8,2017,126.62,126.62,27.05
11694,8,8,2017,126.62,126.62,27.05
11695,8,8,2017,110.06,109.06,24.87
11696,8,8,2017,112.56,112.19,24.47
11697,8,8,2017,93.5,93.06,25.7
11698,8,8,2017,127.31,127.06,26.28
11699,8,8,2017,126.62,126.62,27.05
11700,8,8,2017,123.06,123.06,27.64
11701,8,8,2017,126.19,126.19,27.5
11702,8,8,2017,162.44,162.38,27.8
11703,8,8,2017,121.31,120.56,25.08
11704,8,8,2017,126.19,126.19,27.5
11705,8,8,2017,126.62,126.62,27.05
11706,8,8,2017,126.62,126.62,27.05
11707,10,8,2017,132.62,131.75,26.23
11708,10,8,2017,114.12,116.38,26.19
11709,10,8,2017,163.0,163.5,27.07
11710,10,8,2017,162.06,161.69,26.48
11711,10,8,2017,132.62,131.75,26.23
11712,10,8,2017,132.62,131.75,26.23
11713,10,8,2017,111.25,113.0,26.44
11714,10,8,2017,114.12,116.38,26.19
11715,10,8,2017,131.75,131.5,26.33
11716,10,8,2017,131.75,131.5,26.33
11717,10,8,2017,177.81,157.5,21.58
11718,11,8,2017,106.62,105.44,26.31
11719,11,8,2017,106.62,105.44,26.31
11720,11,8,2017,106.62,105.44,26.31
11721,11,8,2017,106.62,105.44,26.31
11722,12,8,2017,290.69,291.25,22.44
11723,12,8,2017,123.75,123.94,27.19
11724,12,8,2017,121.31,122.31,26.05
11725,12,8,2017,204.31,199.5,19.76
11726,12,8,2017,120.44,120.44,27.53
11727,12,8,2017,120.44,120.44,27.53
11728,12,8,2017,120.44,120.44,27.53
11729,12,8,2017,113.62,113.88,25.94
11730,12,8,2017,121.31,122.31,26.05
11731,13,8,2017,206.81,212.94,25.25
11732,13,8,2017,149.62,276.5,24.53
11733,13,8,2017,284.31,288.62,21.8
11734,13,8,2017,120.69,121.0,25.98
11735,13,8,2017,206.81,212.94,25.25
11736,13,8,2017,206.81,212.94,25.25
11737,13,8,2017,282.56,284.19,23.07
11738,15,8,2017,118.5,118.56,26.02
11739,15,8,2017,131.38,130.06,26.92
11740,15,8,2017,134.06,133.19,26.41
11741,15,8,2017,134.06,133.19,26.41
11742,15,8,2017,131.06,127.75,24.98
11743,15,8,2017,131.06,127.75,24.98
11744,15,8,2017,134.06,133.19,26.41
11745,15,8,2017,122.38,122.81,26.28
11746,15,8,2017,132.06,131.94,25.89
11747,15,8,2017,131.38,130.06,26.92
11748,15,8,2017,121.94,122.12,26.08
11749,15,8,2017,134.06,133.19,26.41
11750,15,8,2017,118.5,118.56,26.02
11751,15,8,2017,134.06,133.19,26.41
11752,15,8,2017,121.5,121.0,24.24
11753,15,8,2017,131.06,127.75,24.98
11754,15,8,2017,134.06,133.19,26.41
11755,15,8,2017,139.0,139.0,27.09
11756,15,8,2017,131.06,127.75,24.98
11757,15,8,2017,127.81,127.81,25.75
11758,16,8,2017,137.62,136.31,26.02
11759,17,8,2017,121.69,121.25,26.43
11760,17,8,2017,107.56,106.62,24.7
11761,17,8,2017,121.69,121.25,26.43
11762,17,8,2017,121.69,121.25,26.43
11763,17,8,2017,124.56,124.56,27.05
11764,17,8,2017,137.88,141.69,26.05
11765,17,8,2017,105.94,106.19,25.89
11766,17,8,2017,121.19,121.25,27.48
11767,17,8,2017,107.56,106.62,24.7
11768,17,8,2017,115.56,115.5,25.57
11769,17,8,2017,125.81,125.88,25.95
11770,17,8,2017,121.69,121.25,26.43
11771,17,8,2017,137.88,141.69,26.05
11772,17,8,2017,106.88,106.69,25.33
11773,17,8,2017,121.69,121.25,26.43
11774,17,8,2017,122.75,122.75,27.63
11775,17,8,2017,121.69,121.25,26.43
11776,17,8,2017,117.5,117.5,26.02
11777,17,8,2017,121.69,121.25,26.43
11778,17,8,2017,122.0,121.06,26.23
11779,17,8,2017,122.75,122.75,27.63
11780,17,8,2017,124.12,124.12,27.03
11781,17,8,2017,122.0,121.06,26.23
11782,17,8,2017,125.81,125.88,25.95
11783,17,8,2017,124.12,124.12,27.03
11784,17,8,2017,121.38,121.44,27.0
11785,19,8,2017,111.81,111.81,27.58
11786,19,8,2017,111.81,111.81,27.58
11787,19,8,2017,112.19,112.19,28.11
11788,19,8,2017,111.81,111.81,27.58
11789,19,8,2017,120.0,119.81,27.49
11790,19,8,2017,111.81,111.81,27.58
11791,19,8,2017,117.06,116.88,27.52
11792,19,8,2017,127.62,127.69,27.37
11793,19,8,2017,111.81,111.81,27.58
11794,19,8,2017,126.62,125.69,26.33
11795,19,8,2017,111.81,111.81,27.58
11796,19,8,2017,120.0,119.81,27.49
11797,19,8,2017,126.62,125.69,26.33
11798,19,8,2017,127.62,127.69,27.37
11799,19,8,2017,127.62,127.69,27.37
11800,19,8,2017,131.31,131.31,28.11
11801,19,8,2017,126.62,125.69,26.33
11802,19,8,2017,111.81,111.81,27.58
11803,19,8,2017,127.62,127.69,27.37
11804,19,8,2017,138.31,137.69,26.58
11805,19,8,2017,125.81,125.75,27.91
11806,19,8,2017,113.75,113.75,28.23
11807,19,8,2017,111.81,111.81,27.58
11808,19,8,2017,125.81,125.75,27.91
11809,19,8,2017,131.81,135.69,24.42
11810,19,8,2017,114.31,114.38,28.12
11811,19,8,2017,112.19,112.19,28.11
11812,19,8,2017,115.88,115.88,28.26
11813,19,8,2017,112.19,112.19,28.11
11814,19,8,2017,127.62,127.69,27.37
11815,19,8,2017,113.75,113.75,28.23
11816,19,8,2017,127.62,127.69,27.37
11817,19,8,2017,120.0,119.81,27.49
11818,19,8,2017,114.31,114.38,28.12
11819,20,8,2017,146.12,145.38,25.94
11820,20,8,2017,224.38,224.75,24.6
11821,20,8,2017,124.88,124.88,27.73
11822,20,8,2017,126.5,126.5,28.22
11823,20,8,2017,126.5,128.44,24.37
11824,20,8,2017,150.62,153.88,26.21
11825,20,8,2017,151.88,153.06,27.26
11826,20,8,2017,145.81,138.75,26.59
11827,20,8,2017,240.31,240.31,27.49
11828,20,8,2017,150.62,153.88,26.21
11829,20,8,2017,159.44,166.25,23.4
11830,20,8,2017,240.31,240.31,27.49
11831,20,8,2017,138.88,139.0,26.59
11832,20,8,2017,150.62,153.88,26.21
11833,20,8,2017,150.62,153.88,26.21
11834,20,8,2017,154.62,154.62,28.14
11835,20,8,2017,154.19,154.0,27.99
11836,20,8,2017,146.12,145.38,25.94
11837,20,8,2017,126.5,128.44,24.37
11838,20,8,2017,152.88,152.62,27.65
11839,20,8,2017,146.12,145.38,25.94
11840,20,8,2017,154.5,155.88,26.41
11841,20,8,2017,155.81,156.31,27.0
11842,20,8,2017,150.62,153.88,26.21
11843,20,8,2017,244.88,255.0,27.19
11844,20,8,2017,124.69,124.81,27.21
11845,20,8,2017,150.62,153.88,26.21
11846,20,8,2017,150.62,153.88,26.21
11847,20,8,2017,124.69,124.81,27.21
11848,20,8,2017,145.81,138.75,26.59
11849,20,8,2017,141.94,141.19,26.83
11850,20,8,2017,150.62,153.88,26.21
11851,20,8,2017,154.31,153.94,27.05
11852,20,8,2017,240.31,240.31,27.49
11853,20,8,2017,149.5,149.25,26.68
11854,20,8,2017,126.5,128.44,24.37
11855,20,8,2017,149.5,149.25,26.68
11856,20,8,2017,126.5,128.44,24.37
11857,20,8,2017,154.31,153.94,27.05
11858,20,8,2017,159.44,166.25,23.4
11859,20,8,2017,150.62,153.88,26.21
11860,20,8,2017,154.5,155.88,26.41
11861,20,8,2017,124.88,124.88,27.73
11862,21,8,2017,151.06,151.25,27.01
11863,21,8,2017,110.75,109.94,27.3
11864,21,8,2017,143.88,144.44,26.52
11865,21,8,2017,133.25,133.19,27.76
11866,21,8,2017,130.94,130.94,26.15
11867,21,8,2017,130.94,130.94,26.15
11868,21,8,2017,130.94,130.94,26.15
11869,21,8,2017,133.25,133.19,27.76
11870,21,8,2017,110.75,109.94,27.3
11871,21,8,2017,110.75,109.94,27.3
11872,21,8,2017,110.75,109.94,27.3
11873,21,8,2017,131.94,131.94,28.34
11874,21,8,2017,133.25,133.19,27.76
11875,21,8,2017,110.75,109.94,27.3
11876,21,8,2017,110.75,109.94,27.3
11877,21,8,2017,151.06,151.25,27.01
11878,21,8,2017,130.94,130.94,26.15
11879,21,8,2017,110.75,109.94,27.3
11880,21,8,2017,120.12,119.88,26.63
11881,21,8,2017,110.75,109.94,27.3
11882,21,8,2017,110.75,109.94,27.3
11883,21,8,2017,131.94,131.94,28.34
11884,21,8,2017,131.94,131.94,28.34
11885,21,8,2017,127.06,127.06,28.16
11886,21,8,2017,149.62,152.06,25.11
11887,21,8,2017,110.75,109.94,27.3
11888,21,8,2017,131.94,131.94,28.34
11889,21,8,2017,110.75,109.94,27.3
11890,21,8,2017,110.75,109.94,27.3
11891,21,8,2017,110.75,109.94,27.3
11892,21,8,2017,110.75,109.94,27.3
11893,22,8,2017,184.38,168.19,21.27
11894,22,8,2017,157.12,155.88,26.44
11895,22,8,2017,157.12,155.88,26.44
11896,22,8,2017,157.12,155.88,26.44
11897,22,8,2017,122.75,119.75,25.2
11898,22,8,2017,178.56,174.75,23.08
11899,22,8,2017,126.12,126.19,25.89
11900,22,8,2017,157.12,155.88,26.44
11901,22,8,2017,111.81,110.44,24.13
11902,22,8,2017,139.12,139.06,27.75
11903,22,8,2017,157.12,155.88,26.44
