,Hari,Bulan,Tahun,WD10M,WD2M,T2M
43922,14,10,2019,126.75,126.81,27.07
43923,14,10,2019,126.19,126.19,27.23
43924,14,10,2019,127.06,127.31,27.93
43925,14,10,2019,117.69,117.38,27.15
43926,14,10,2019,112.5,112.44,27.63
43927,14,10,2019,110.5,110.56,27.57
43928,14,10,2019,99.94,100.81,26.59
43929,14,10,2019,117.69,117.38,27.15
43930,14,10,2019,126.19,126.19,27.23
43931,14,10,2019,113.38,113.31,27.11
43932,14,10,2019,112.5,112.44,27.63
43933,14,10,2019,126.19,126.19,27.23
43934,14,10,2019,117.69,117.38,27.15
43935,14,10,2019,113.38,113.31,27.11
43936,14,10,2019,117.69,117.38,27.15
43937,14,10,2019,110.5,123.75,27.22
43938,14,10,2019,117.69,117.38,27.15
43939,14,10,2019,117.69,117.38,27.15
43940,14,10,2019,117.69,117.38,27.15
43941,14,10,2019,130.31,130.56,27.12
43942,14,10,2019,113.38,113.31,27.11
43943,14,10,2019,103.94,104.12,27.76
43944,14,10,2019,126.19,126.19,27.23
43945,14,10,2019,117.69,117.38,27.15
43946,14,10,2019,99.94,100.81,26.59
43947,14,10,2019,111.19,110.75,27.33
43948,14,10,2019,120.56,119.62,27.4
43949,14,10,2019,107.12,107.12,27.05
43950,14,10,2019,103.06,103.19,28.89
43951,14,10,2019,103.06,103.19,28.89
43952,14,10,2019,99.94,100.81,26.59
43953,14,10,2019,107.12,107.12,27.05
43954,14,10,2019,110.5,123.75,27.22
43955,14,10,2019,110.5,123.75,27.22
43956,14,10,2019,110.5,123.75,27.22
43957,14,10,2019,111.19,110.75,27.33
43958,14,10,2019,126.19,126.19,27.23
43959,14,10,2019,110.5,123.75,27.22
43960,14,10,2019,113.38,113.31,27.11
43961,14,10,2019,113.38,113.31,27.11
43962,14,10,2019,103.94,104.12,27.76
43963,14,10,2019,113.38,113.31,27.11
43964,14,10,2019,122.62,122.56,26.94
43965,14,10,2019,126.5,126.0,27.53
43966,14,10,2019,107.12,107.12,27.05
43967,14,10,2019,107.12,107.12,27.05
43968,14,10,2019,122.62,122.56,26.94
43969,14,10,2019,99.94,100.81,26.59
43970,14,10,2019,107.12,107.12,27.05
43971,14,10,2019,107.12,107.12,27.05
43972,14,10,2019,107.12,107.12,27.05
43973,14,10,2019,126.75,126.81,27.07
43974,14,10,2019,99.94,100.81,26.59
43975,14,10,2019,126.19,126.19,27.23
43976,14,10,2019,99.94,100.81,26.59
43977,14,10,2019,99.94,100.81,26.59
43978,14,10,2019,113.38,113.31,27.11
43979,14,10,2019,122.62,122.56,26.94
43980,14,10,2019,111.19,110.75,27.33
43981,14,10,2019,126.19,126.19,27.23
43982,14,10,2019,117.69,117.38,27.15
43983,14,10,2019,110.5,123.75,27.22
43984,14,10,2019,126.5,126.0,27.53
43985,14,10,2019,113.38,113.31,27.11
43986,14,10,2019,126.75,126.81,27.07
43987,14,10,2019,99.94,100.81,26.59
43988,14,10,2019,107.12,107.12,27.05
43989,14,10,2019,107.12,107.12,27.05
43990,14,10,2019,99.94,100.81,26.59
43991,14,10,2019,107.12,107.12,27.05
43992,14,10,2019,103.94,104.12,27.76
43993,14,10,2019,107.12,107.12,27.05
43994,14,10,2019,107.12,107.12,27.05
43995,14,10,2019,107.12,107.12,27.05
43996,14,10,2019,99.94,100.81,26.59
43997,14,10,2019,107.12,107.12,27.05
43998,14,10,2019,99.94,100.81,26.59
43999,14,10,2019,99.94,100.81,26.59
44000,14,10,2019,126.75,126.81,27.07
44001,14,10,2019,99.94,100.81,26.59
44002,14,10,2019,99.94,100.81,26.59
44003,14,10,2019,107.94,103.56,26.03
44004,14,10,2019,126.19,126.19,27.23
44005,14,10,2019,117.69,117.38,27.15
44006,14,10,2019,126.19,126.19,27.23
44007,14,10,2019,112.5,112.44,27.63
44008,14,10,2019,127.06,127.31,27.93
44009,14,10,2019,117.69,117.38,27.15
44010,14,10,2019,126.19,126.19,27.23
44011,14,10,2019,127.06,127.31,27.93
44012,14,10,2019,128.38,123.25,28.48
44013,14,10,2019,128.38,123.25,28.48
44014,14,10,2019,127.06,127.31,27.93
44015,14,10,2019,112.5,112.44,27.63
44016,14,10,2019,126.19,126.19,27.23
44017,14,10,2019,118.25,118.44,28.08
44018,14,10,2019,127.06,127.31,27.93
44019,14,10,2019,126.19,126.19,27.23
44020,14,10,2019,126.19,126.19,27.23
44021,14,10,2019,117.69,117.38,27.15
44022,14,10,2019,110.5,123.75,27.22
44023,14,10,2019,126.19,126.19,27.23
44024,14,10,2019,103.94,104.12,27.76
44025,14,10,2019,117.69,117.38,27.15
44026,14,10,2019,117.69,117.38,27.15
44027,14,10,2019,117.69,117.38,27.15
44028,14,10,2019,117.69,117.38,27.15
44029,14,10,2019,126.19,126.19,27.23
44030,14,10,2019,117.69,117.38,27.15
44031,14,10,2019,117.69,117.38,27.15
44032,14,10,2019,126.19,126.19,27.23
44033,14,10,2019,102.12,101.75,27.08
44034,14,10,2019,107.94,103.56,26.03
44035,14,10,2019,95.38,96.56,26.74
44036,14,10,2019,107.94,103.56,26.03
44037,14,10,2019,95.38,96.56,26.74
44038,14,10,2019,118.44,119.31,26.23
44039,14,10,2019,118.25,118.44,28.08
44040,14,10,2019,110.5,123.75,27.22
44041,14,10,2019,110.5,123.75,27.22
44042,14,10,2019,110.5,123.75,27.22
44043,14,10,2019,110.5,123.75,27.22
44044,14,10,2019,110.5,123.75,27.22
44045,14,10,2019,117.69,117.38,27.15
44046,14,10,2019,126.75,126.81,27.07
44047,14,10,2019,149.31,142.88,28.54
44048,14,10,2019,122.62,122.56,26.94
44049,14,10,2019,113.38,113.31,27.11
44050,14,10,2019,117.69,117.38,27.15
44051,14,10,2019,117.69,117.38,27.15
44052,14,10,2019,117.69,117.38,27.15
44053,14,10,2019,114.94,114.88,28.79
44054,14,10,2019,126.19,126.19,27.23
44055,14,10,2019,126.19,126.19,27.23
44056,14,10,2019,117.69,117.38,27.15
44057,14,10,2019,129.88,129.94,28.97
44058,14,10,2019,117.69,117.38,27.15
44059,14,10,2019,129.88,129.94,28.97
44060,14,10,2019,110.5,123.75,27.22
44061,14,10,2019,114.25,113.75,27.74
44062,14,10,2019,103.94,104.12,27.76
44063,14,10,2019,117.69,117.38,27.15
44064,14,10,2019,126.19,126.19,27.23
44065,14,10,2019,117.69,117.38,27.15
44066,14,10,2019,118.25,118.44,28.08
44067,14,10,2019,117.69,117.38,27.15
44068,14,10,2019,113.38,113.31,27.11
44069,14,10,2019,130.31,130.56,27.12
44070,14,10,2019,111.19,110.75,27.33
44071,14,10,2019,122.62,122.56,26.94
44072,14,10,2019,122.62,122.56,26.94
44073,14,10,2019,110.5,123.75,27.22
44074,14,10,2019,122.62,122.56,26.94
44075,14,10,2019,122.62,122.56,26.94
44076,14,10,2019,122.62,122.56,26.94
44077,14,10,2019,117.69,117.38,27.15
44078,14,10,2019,99.94,100.81,26.59
44079,14,10,2019,99.94,100.81,26.59
44080,14,10,2019,107.12,107.12,27.05
44081,14,10,2019,117.69,117.38,27.15
44082,14,10,2019,126.19,126.19,27.23
44083,14,10,2019,126.19,126.19,27.23
44084,14,10,2019,118.06,117.88,28.48
44085,14,10,2019,127.06,127.31,27.93
44086,14,10,2019,127.06,127.31,27.93
44087,14,10,2019,127.06,127.31,27.93
44088,14,10,2019,128.38,123.25,28.48
44089,14,10,2019,126.19,126.19,27.23
44090,14,10,2019,113.38,113.31,27.11
44091,14,10,2019,112.5,112.44,27.63
44092,14,10,2019,111.19,110.75,27.33
44093,14,10,2019,122.62,122.56,26.94
44094,14,10,2019,126.19,126.19,27.23
44095,14,10,2019,105.94,105.81,28.62
44096,14,10,2019,117.69,117.38,27.15
44097,14,10,2019,117.69,117.38,27.15
44098,14,10,2019,127.06,127.31,27.93
44099,14,10,2019,112.5,112.44,27.63
44100,14,10,2019,118.25,118.44,28.08
44101,14,10,2019,126.19,126.19,27.23
44102,14,10,2019,126.75,126.81,27.07
44103,14,10,2019,129.12,129.06,28.13
44104,14,10,2019,113.38,113.31,27.11
44105,14,10,2019,110.5,123.75,27.22
44106,14,10,2019,107.12,107.12,27.05
44107,14,10,2019,107.12,107.12,27.05
44108,14,10,2019,99.94,100.81,26.59
44109,14,10,2019,99.94,100.81,26.59
44110,14,10,2019,107.12,107.12,27.05
44111,14,10,2019,99.94,100.81,26.59
44112,14,10,2019,107.12,107.12,27.05
44113,14,10,2019,107.12,107.12,27.05
44114,14,10,2019,103.94,104.12,27.76
44115,14,10,2019,103.94,104.12,27.76
44116,14,10,2019,117.69,117.38,27.15
44117,14,10,2019,126.19,126.19,27.23
44118,14,10,2019,117.69,117.38,27.15
44119,14,10,2019,117.69,117.38,27.15
44120,14,10,2019,126.19,126.19,27.23
44121,14,10,2019,117.69,117.38,27.15
44122,14,10,2019,103.94,104.12,27.76
44123,14,10,2019,99.94,100.81,26.59
44124,14,10,2019,107.12,107.12,27.05
44125,14,10,2019,107.12,107.12,27.05
44126,14,10,2019,110.12,110.12,26.99
44127,14,10,2019,113.38,113.31,27.11
44128,14,10,2019,111.19,110.75,27.33
44129,14,10,2019,110.5,123.75,27.22
44130,14,10,2019,110.5,123.75,27.22
44131,14,10,2019,103.94,104.12,27.76
44132,14,10,2019,110.5,123.75,27.22
44133,14,10,2019,114.25,113.75,27.74
44134,14,10,2019,107.12,107.12,27.05
44135,14,10,2019,113.38,113.31,27.11
44136,14,10,2019,103.94,104.12,27.76
44137,14,10,2019,103.94,104.12,27.76
44138,14,10,2019,103.94,104.12,27.76
44139,14,10,2019,103.94,104.12,27.76
44140,14,10,2019,103.94,104.12,27.76
44141,14,10,2019,117.69,117.38,27.15
44142,14,10,2019,126.19,126.19,27.23
44143,14,10,2019,107.12,107.12,27.05
44144,14,10,2019,99.94,100.81,26.59
44145,14,10,2019,107.12,107.12,27.05
44146,14,10,2019,126.19,126.19,27.23
44147,14,10,2019,107.94,103.56,26.03
44148,14,10,2019,117.69,117.38,27.15
44149,14,10,2019,111.19,110.75,27.33
44150,14,10,2019,113.38,113.31,27.11
44151,14,10,2019,111.19,110.75,27.33
44152,14,10,2019,110.5,123.75,27.22
44153,14,10,2019,113.38,113.31,27.11
44154,14,10,2019,113.38,113.31,27.11
44155,14,10,2019,126.75,126.81,27.07
44156,14,10,2019,113.38,113.31,27.11
44157,14,10,2019,111.19,110.75,27.33
44158,14,10,2019,122.62,122.56,26.94
44159,14,10,2019,126.5,126.0,27.53
44160,14,10,2019,126.5,126.0,27.53
44161,14,10,2019,107.12,107.12,27.05
44162,14,10,2019,110.5,123.75,27.22
44163,14,10,2019,122.62,122.56,26.94
44164,14,10,2019,113.38,113.31,27.11
44165,14,10,2019,126.75,126.81,27.07
44166,14,10,2019,117.69,117.38,27.15
44167,14,10,2019,103.94,104.12,27.76
44168,14,10,2019,103.94,104.12,27.76
44169,14,10,2019,103.94,104.12,27.76
44170,14,10,2019,126.19,126.19,27.23
44171,14,10,2019,126.19,126.19,27.23
44172,14,10,2019,126.19,126.19,27.23
44173,14,10,2019,110.5,123.75,27.22
44174,14,10,2019,126.19,126.19,27.23
44175,14,10,2019,113.38,113.31,27.11
44176,14,10,2019,122.62,122.56,26.94
44177,14,10,2019,117.69,117.38,27.15
44178,14,10,2019,126.75,126.81,27.07
44179,14,10,2019,103.94,104.12,27.76
44180,14,10,2019,99.94,100.81,26.59
44181,14,10,2019,103.94,104.12,27.76
44182,14,10,2019,103.94,104.12,27.76
44183,14,10,2019,103.94,104.12,27.76
44184,14,10,2019,103.94,104.12,27.76
44185,14,10,2019,103.94,104.12,27.76
44186,14,10,2019,103.94,104.12,27.76
44187,14,10,2019,103.94,104.12,27.76
44188,14,10,2019,103.94,104.12,27.76
44189,14,10,2019,120.5,118.62,27.21
44190,14,10,2019,107.12,107.12,27.05
44191,14,10,2019,107.12,107.12,27.05
44192,14,10,2019,126.75,126.81,27.07
44193,14,10,2019,110.12,110.12,26.99
44194,14,10,2019,117.69,117.38,27.15
44195,14,10,2019,110.5,123.75,27.22
44196,14,10,2019,110.5,123.75,27.22
44197,14,10,2019,113.38,113.31,27.11
44198,14,10,2019,111.19,110.75,27.33
44199,14,10,2019,110.5,123.75,27.22
44200,14,10,2019,117.69,117.38,27.15
44201,14,10,2019,110.5,123.75,27.22
44202,14,10,2019,113.38,113.31,27.11
44203,14,10,2019,117.69,117.38,27.15
44204,14,10,2019,126.19,126.19,27.23
44205,14,10,2019,117.69,117.38,27.15
44206,14,10,2019,127.06,127.31,27.93
44207,14,10,2019,127.06,127.31,27.93
44208,14,10,2019,126.19,126.19,27.23
44209,14,10,2019,110.5,123.75,27.22
44210,14,10,2019,126.75,126.81,27.07
44211,14,10,2019,126.19,126.19,27.23
44212,14,10,2019,107.12,107.12,27.05
44213,14,10,2019,107.12,107.12,27.05
44214,14,10,2019,107.12,107.12,27.05
44215,14,10,2019,103.94,104.12,27.76
44216,14,10,2019,107.12,107.12,27.05
44217,14,10,2019,107.12,107.12,27.05
44218,14,10,2019,117.69,117.38,27.15
44219,14,10,2019,122.62,122.56,26.94
44220,14,10,2019,126.19,126.19,27.23
44221,14,10,2019,107.12,107.12,27.05
44222,14,10,2019,107.12,107.12,27.05
44223,14,10,2019,107.12,107.12,27.05
44224,14,10,2019,113.38,113.31,27.11
44225,14,10,2019,111.19,110.75,27.33
44226,14,10,2019,113.38,113.31,27.11
44227,14,10,2019,126.19,126.19,27.23
44228,14,10,2019,126.19,126.19,27.23
44229,14,10,2019,117.69,117.38,27.15
44230,14,10,2019,122.62,122.56,26.94
44231,14,10,2019,117.69,117.38,27.15
44232,14,10,2019,129.12,129.06,28.13
44233,14,10,2019,118.06,117.88,28.48
44234,14,10,2019,129.12,129.06,28.13
44235,14,10,2019,136.44,136.44,26.37
44236,14,10,2019,103.94,104.12,27.76
44237,14,10,2019,94.5,94.5,26.3
44238,14,10,2019,103.94,104.12,27.76
44239,14,10,2019,103.94,104.12,27.76
44240,14,10,2019,94.5,94.5,26.3
44241,14,10,2019,103.94,104.12,27.76
44242,14,10,2019,103.94,104.12,27.76
44243,14,10,2019,94.5,94.5,26.3
44244,14,10,2019,136.44,136.44,26.37
44245,14,10,2019,117.69,117.38,27.15
44246,14,10,2019,122.62,122.56,26.94
44247,14,10,2019,107.12,107.12,27.05
44248,14,10,2019,134.06,134.06,28.63
44249,14,10,2019,94.5,94.5,26.3
44250,14,10,2019,99.94,100.81,26.59
44251,14,10,2019,103.94,104.12,27.76
44252,14,10,2019,103.94,104.12,27.76
44253,14,10,2019,103.94,104.12,27.76
44254,14,10,2019,94.5,94.5,26.3
44255,14,10,2019,103.94,104.12,27.76
44256,14,10,2019,103.94,104.12,27.76
44257,14,10,2019,94.5,94.5,26.3
44258,14,10,2019,103.94,104.12,27.76
44259,14,10,2019,118.06,117.88,28.48
44260,14,10,2019,118.06,117.88,28.48
44261,14,10,2019,118.06,117.88,28.48
44262,14,10,2019,116.5,116.31,28.4
44263,14,10,2019,129.12,129.06,28.13
44264,14,10,2019,103.94,104.12,27.76
44265,14,10,2019,118.06,117.88,28.48
44266,14,10,2019,103.94,104.12,27.76
44267,14,10,2019,103.94,104.12,27.76
44268,14,10,2019,103.94,104.12,27.76
44269,14,10,2019,103.94,104.12,27.76
44270,14,10,2019,103.94,104.12,27.76
44271,14,10,2019,103.94,104.12,27.76
44272,14,10,2019,103.94,104.12,27.76
44273,14,10,2019,103.94,104.12,27.76
44274,14,10,2019,126.19,126.19,27.23
44275,14,10,2019,103.94,104.12,27.76
44276,14,10,2019,103.94,104.12,27.76
44277,14,10,2019,103.94,104.12,27.76
44278,14,10,2019,94.5,94.5,26.3
44279,14,10,2019,103.94,104.12,27.76
44280,14,10,2019,103.94,104.12,27.76
44281,14,10,2019,92.75,93.12,26.28
44282,14,10,2019,103.94,104.12,27.76
44283,14,10,2019,103.94,104.12,27.76
44284,14,10,2019,103.94,104.12,27.76
44285,14,10,2019,103.94,104.12,27.76
44286,14,10,2019,103.94,104.12,27.76
44287,14,10,2019,127.06,127.31,27.93
44288,14,10,2019,103.94,104.12,27.76
44289,14,10,2019,130.31,130.56,27.12
44290,14,10,2019,103.94,104.12,27.76
44291,14,10,2019,94.5,94.5,26.3
44292,14,10,2019,103.94,104.12,27.76
44293,14,10,2019,94.5,94.5,26.3
44294,14,10,2019,103.94,104.12,27.76
44295,14,10,2019,134.06,134.06,28.63
44296,14,10,2019,103.94,104.12,27.76
44297,14,10,2019,94.5,94.5,26.3
44298,14,10,2019,103.94,104.12,27.76
44299,14,10,2019,103.94,104.12,27.76
44300,14,10,2019,103.94,104.12,27.76
44301,14,10,2019,94.5,94.5,26.3
44302,14,10,2019,94.5,94.5,26.3
44303,14,10,2019,103.94,104.12,27.76
44304,14,10,2019,103.94,104.12,27.76
44305,14,10,2019,103.94,104.12,27.76
44306,14,10,2019,99.94,100.81,26.59
44307,14,10,2019,103.94,104.12,27.76
44308,14,10,2019,103.94,104.12,27.76
44309,14,10,2019,103.94,104.12,27.76
44310,14,10,2019,94.5,94.5,26.3
44311,14,10,2019,103.94,104.12,27.76
44312,14,10,2019,103.94,104.12,27.76
44313,14,10,2019,103.94,104.12,27.76
44314,14,10,2019,103.94,104.12,27.76
44315,14,10,2019,103.94,104.12,27.76
44316,14,10,2019,103.94,104.12,27.76
44317,14,10,2019,103.94,104.12,27.76
44318,14,10,2019,103.94,104.12,27.76
44319,14,10,2019,103.94,104.12,27.76
44320,14,10,2019,103.94,104.12,27.76
44321,14,10,2019,117.69,117.38,27.15
44322,14,10,2019,117.69,117.38,27.15
44323,14,10,2019,113.38,113.31,27.11
44324,14,10,2019,117.69,117.38,27.15
44325,14,10,2019,117.69,117.38,27.15
44326,14,10,2019,117.69,117.38,27.15
44327,14,10,2019,99.94,100.81,26.59
44328,14,10,2019,103.94,104.12,27.76
44329,14,10,2019,103.94,104.12,27.76
44330,14,10,2019,94.5,94.5,26.3
44331,14,10,2019,117.69,117.38,27.15
44332,14,10,2019,117.69,117.38,27.15
44333,14,10,2019,117.69,117.38,27.15
44334,14,10,2019,107.12,107.12,27.05
44335,14,10,2019,127.06,127.31,27.93
44336,14,10,2019,130.31,130.56,27.12
44337,14,10,2019,126.19,126.19,27.23
44338,14,10,2019,117.69,117.38,27.15
44339,14,10,2019,94.5,94.5,26.3
44340,14,10,2019,99.94,100.81,26.59
44341,14,10,2019,126.75,126.81,27.07
44342,14,10,2019,103.94,104.12,27.76
44343,14,10,2019,103.94,104.12,27.76
44344,14,10,2019,103.94,104.12,27.76
44345,14,10,2019,122.62,122.56,26.94
44346,14,10,2019,117.69,117.38,27.15
44347,14,10,2019,117.69,117.38,27.15
44348,14,10,2019,117.69,117.38,27.15
44349,14,10,2019,117.69,117.38,27.15
44350,14,10,2019,126.19,126.19,27.23
44351,14,10,2019,117.69,117.38,27.15
44352,14,10,2019,117.69,117.38,27.15
44353,14,10,2019,126.19,126.19,27.23
44354,14,10,2019,113.38,113.31,27.11
44355,14,10,2019,107.12,107.12,27.05
44356,14,10,2019,107.12,107.12,27.05
44357,14,10,2019,107.12,107.12,27.05
44358,14,10,2019,114.94,114.88,28.79
44359,14,10,2019,118.06,117.88,28.48
44360,14,10,2019,117.69,117.38,27.15
44361,14,10,2019,117.69,117.38,27.15
44362,14,10,2019,113.38,113.31,27.11
44363,14,10,2019,114.94,114.88,28.79
44364,14,10,2019,134.06,134.06,28.63
44365,14,10,2019,134.06,134.06,28.63
44366,14,10,2019,134.06,134.06,28.63
44367,14,10,2019,147.19,146.38,28.63
44368,14,10,2019,168.5,168.12,27.25
44369,14,10,2019,118.25,118.44,28.08
44370,14,10,2019,127.06,127.31,27.93
44371,14,10,2019,134.06,134.06,28.63
44372,14,10,2019,134.06,134.06,28.63
44373,14,10,2019,127.06,127.31,27.93
44374,14,10,2019,126.19,126.19,27.23
44375,14,10,2019,117.69,117.38,27.15
44376,14,10,2019,103.94,104.12,27.76
44377,14,10,2019,109.19,109.31,26.64
44378,14,10,2019,103.94,104.12,27.76
44379,14,10,2019,94.5,94.5,26.3
44380,14,10,2019,103.94,104.12,27.76
44381,14,10,2019,103.94,104.12,27.76
44382,14,10,2019,126.19,126.19,27.23
44383,14,10,2019,117.69,117.38,27.15
44384,14,10,2019,129.88,129.94,28.97
44385,14,10,2019,99.94,100.81,26.59
44386,14,10,2019,117.69,117.38,27.15
44387,14,10,2019,107.12,107.12,27.05
44388,14,10,2019,126.5,126.0,27.53
44389,14,10,2019,117.69,117.38,27.15
44390,14,10,2019,126.19,126.19,27.23
44391,14,10,2019,99.94,100.81,26.59
44392,14,10,2019,126.19,126.19,27.23
44393,14,10,2019,117.69,117.38,27.15
44394,14,10,2019,99.94,100.81,26.59
44395,14,10,2019,122.62,122.56,26.94
44396,14,10,2019,99.94,100.81,26.59
44397,14,10,2019,103.94,104.12,27.76
44398,14,10,2019,103.94,104.12,27.76
44399,14,10,2019,117.69,117.38,27.15
44400,14,10,2019,126.19,126.19,27.23
44401,14,10,2019,149.31,142.88,28.54
44402,14,10,2019,134.06,134.06,28.63
44403,14,10,2019,99.94,100.81,26.59
44404,14,10,2019,111.5,127.06,26.31
44405,14,10,2019,126.19,126.19,27.23
44406,14,10,2019,122.62,122.56,26.94
44407,14,10,2019,127.06,127.31,27.93
44408,14,10,2019,103.94,104.12,27.76
44409,14,10,2019,103.94,104.12,27.76
44410,14,10,2019,95.38,96.56,26.74
44411,14,10,2019,103.94,104.12,27.76
44412,14,10,2019,94.5,94.5,26.3
44413,14,10,2019,103.94,104.12,27.76
44414,14,10,2019,103.94,104.12,27.76
44415,14,10,2019,103.94,104.12,27.76
44416,14,10,2019,128.38,123.25,28.48
44417,14,10,2019,95.38,96.56,26.74
44418,14,10,2019,95.38,96.56,26.74
44419,14,10,2019,114.25,113.75,27.74
44420,14,10,2019,94.5,94.5,26.3
44421,14,10,2019,99.94,100.81,26.59
44422,14,10,2019,126.19,126.19,27.23
44423,14,10,2019,117.69,117.38,27.15
44424,14,10,2019,117.69,117.38,27.15
44425,14,10,2019,111.19,110.75,27.33
44426,14,10,2019,117.69,117.38,27.15
44427,14,10,2019,109.19,109.31,26.64
44428,14,10,2019,126.19,126.19,27.23
44429,14,10,2019,117.69,117.38,27.15
44430,14,10,2019,126.19,126.19,27.23
44431,14,10,2019,117.69,117.38,27.15
44432,14,10,2019,103.94,104.12,27.76
44433,14,10,2019,126.19,126.19,27.23
44434,14,10,2019,103.94,104.12,27.76
44435,14,10,2019,117.69,117.38,27.15
44436,14,10,2019,110.12,110.12,26.99
44437,14,10,2019,117.69,117.38,27.15
44438,14,10,2019,103.94,104.12,27.76
44439,14,10,2019,100.88,100.94,28.4
44440,14,10,2019,107.12,107.12,27.05
44441,14,10,2019,103.94,104.12,27.76
44442,14,10,2019,99.94,100.81,26.59
44443,14,10,2019,103.94,104.12,27.76
44444,14,10,2019,103.94,104.12,27.76
44445,14,10,2019,107.12,107.12,27.05
44446,14,10,2019,126.75,126.81,27.07
44447,14,10,2019,103.94,104.12,27.76
44448,14,10,2019,94.5,94.5,26.3
44449,14,10,2019,113.38,113.31,27.11
44450,14,10,2019,107.12,107.12,27.05
44451,14,10,2019,99.94,100.81,26.59
44452,14,10,2019,118.06,117.88,28.48
44453,14,10,2019,118.06,117.88,28.48
44454,14,10,2019,118.06,117.88,28.48
44455,14,10,2019,129.12,129.06,28.13
44456,14,10,2019,122.62,122.56,26.94
44457,14,10,2019,99.94,100.81,26.59
44458,14,10,2019,107.12,107.12,27.05
44459,14,10,2019,94.5,94.5,26.3
44460,14,10,2019,110.5,110.56,27.57
44461,14,10,2019,126.19,126.19,27.23
44462,14,10,2019,103.94,104.12,27.76
44463,14,10,2019,103.94,104.12,27.76
44464,14,10,2019,107.12,107.12,27.05
44465,14,10,2019,99.94,100.81,26.59
44466,14,10,2019,110.12,110.12,26.99
44467,14,10,2019,107.12,107.12,27.05
44468,14,10,2019,110.5,123.75,27.22
44469,14,10,2019,107.12,107.12,27.05
44470,14,10,2019,122.62,122.56,26.94
44471,14,10,2019,117.69,117.38,27.15
44472,14,10,2019,109.19,109.31,26.64
44473,14,10,2019,103.94,104.12,27.76
44474,14,10,2019,107.12,107.12,27.05
44475,14,10,2019,94.5,94.5,26.3
44476,14,10,2019,103.94,104.12,27.76
44477,14,10,2019,103.94,104.12,27.76
44478,14,10,2019,103.94,104.12,27.76
44479,14,10,2019,103.94,104.12,27.76
44480,14,10,2019,103.94,104.12,27.76
44481,14,10,2019,103.94,104.12,27.76
44482,14,10,2019,103.94,104.12,27.76
44483,14,10,2019,103.94,104.12,27.76
44484,14,10,2019,130.31,130.56,27.12
44485,14,10,2019,99.94,100.81,26.59
44486,14,10,2019,103.94,104.12,27.76
44487,14,10,2019,103.94,104.12,27.76
44488,14,10,2019,107.12,107.12,27.05
44489,14,10,2019,107.12,107.12,27.05
44490,14,10,2019,103.94,104.12,27.76
44491,14,10,2019,103.94,104.12,27.76
44492,14,10,2019,103.94,104.12,27.76
44493,14,10,2019,94.5,94.5,26.3
44494,14,10,2019,103.94,104.12,27.76
44495,14,10,2019,99.94,100.81,26.59
44496,14,10,2019,99.94,100.81,26.59
44497,14,10,2019,103.94,104.12,27.76
44498,14,10,2019,99.94,100.81,26.59
44499,14,10,2019,109.19,109.31,26.64
44500,14,10,2019,99.94,100.81,26.59
44501,14,10,2019,103.94,104.12,27.76
44502,14,10,2019,126.19,126.19,27.23
44503,14,10,2019,103.94,104.12,27.76
44504,14,10,2019,94.5,94.5,26.3
44505,14,10,2019,99.94,100.81,26.59
44506,14,10,2019,107.12,107.12,27.05
44507,14,10,2019,103.94,104.12,27.76
44508,14,10,2019,103.94,104.12,27.76
44509,14,10,2019,94.5,94.5,26.3
44510,14,10,2019,122.62,122.56,26.94
44511,14,10,2019,107.12,107.12,27.05
44512,14,10,2019,103.94,104.12,27.76
44513,14,10,2019,103.94,104.12,27.76
44514,14,10,2019,103.94,104.12,27.76
44515,14,10,2019,103.94,104.12,27.76
44516,14,10,2019,113.38,113.31,27.11
44517,14,10,2019,103.94,104.12,27.76
44518,14,10,2019,117.69,117.38,27.15
44519,14,10,2019,117.69,117.38,27.15
44520,14,10,2019,117.69,117.38,27.15
44521,14,10,2019,117.69,117.38,27.15
44522,14,10,2019,117.69,117.38,27.15
44523,14,10,2019,110.5,123.75,27.22
44524,14,10,2019,126.75,126.81,27.07
44525,14,10,2019,126.19,126.19,27.23
44526,14,10,2019,126.19,126.19,27.23
44527,14,10,2019,118.06,117.88,28.48
44528,14,10,2019,103.94,104.12,27.76
44529,14,10,2019,117.69,117.38,27.15
44530,14,10,2019,126.19,126.19,27.23
44531,14,10,2019,103.94,104.12,27.76
44532,14,10,2019,103.94,104.12,27.76
44533,14,10,2019,126.19,126.19,27.23
44534,14,10,2019,107.94,103.56,26.03
44535,14,10,2019,99.94,100.81,26.59
44536,14,10,2019,96.5,96.5,28.7
44537,14,10,2019,99.94,100.81,26.59
44538,14,10,2019,117.69,117.38,27.15
44539,14,10,2019,117.69,117.38,27.15
44540,14,10,2019,103.94,104.12,27.76
44541,14,10,2019,126.19,126.19,27.23
44542,14,10,2019,109.19,109.31,26.64
44543,14,10,2019,117.69,117.38,27.15
44544,14,10,2019,126.19,126.19,27.23
44545,14,10,2019,117.69,117.38,27.15
44546,14,10,2019,122.62,122.56,26.94
44547,14,10,2019,107.12,107.12,27.05
44548,14,10,2019,127.06,127.31,27.93
44549,14,10,2019,113.38,113.31,27.11
44550,14,10,2019,113.38,113.31,27.11
44551,14,10,2019,126.75,126.81,27.07
44552,14,10,2019,95.38,96.56,26.74
44553,14,10,2019,126.19,126.19,27.23
44554,14,10,2019,113.38,113.31,27.11
44555,14,10,2019,127.06,127.31,27.93
44556,14,10,2019,126.19,126.19,27.23
